source,target,weight
27,506,71820000
27,2288,9690000
27,533,1140000
27,862,57000
27,79,0
27,86,0
23826,984,17330000
23826,44,9120000
23826,371,1300000
23826,114,228000
23826,108,0
23826,9572,0
23826,4529,228000
23826,167,0
23826,10,0
23826,17444,0
23826,2,0
23826,4,0
23826,206,912000
16,131,136800000
16,11,90920000
16,18,19380000
16,940,14820000
16,15,14250000
16,1326,13680000
16,150,11970000
16,60,4560000
16,762,11400000
16,79,5928000
16,618,0
16,72,0
16,533,0
533,27,37620000
533,16,7980000
533,897,3420000
533,60,3534000
533,4795,1311000
533,94,57000
533,2,57000
533,42,251000
533,80,0
533,109,0
533,2440,0
533,105,0
533,448,0
533,6499,0
533,144,0
3,33714,6500000
3,121,1710000
3,89,285000
3,16,0
44,82,19380000
44,86,1140000
44,26,0
44,35,0
44,1557,0
44,776,0
44,91,0
44,38,0
44,9252,0
60,16,22800000
60,18,6840000
60,23,1030000
60,4,570000
60,38,456000
60,91,0
60,89,171000
60,48,0
60,9252,0
60,39,0
86,27,9120000
86,399,570000
86,65,228000
86,2036,114000
86,22220,969000
86,533,0
86,1804,0
86,419,0
86,38,0
86,1268,0
86,4,228000
86,170,0
86,45604,0
86,1426,0
86,1096,228000
86,2,0
18,16,13680000
18,41,6840000
18,7055,5700000
18,42,3420000
18,533,9690000
18,452,2280000
18,38,91000
18,192,0
18,970,0
18,30,0
18,434,741000
18,127,0
18,379,0
18,631,0
33,506,3990000
33,368,2280000
33,105,912000
33,167,855000
33,65,57000
33,254,0
33,80,0
33,403,0
33,11,0
33,512,0
33,89,0
33,4795,0
33,610,0
33,79,0
33,192,0
33,3368,1710000
33,3551,0
33,148,0
33,631,0
33,27,0
24,33,5130000
24,9855,473000
24,81,0
24,504,0
24,294,0
24,105,0
24,269,0
24,631,0
24,985,0
24,418,4560000
24,430,0
24,29,0
15,5,24280000
15,23826,22800000
15,379,20290000
15,16,13680000
15,82,9120000
15,41,7410000
15,1003,2850000
15,24,1140000
15,409,912000
15,17,0
15,109,0
15,34,0
15,127,0
15,2,0
15,23,0
15,1622,0
15,19684,0
167,15,2280000
167,18,2280000
167,82,1710000
167,257,1140000
167,512,684000
167,79,570000
167,113,0
167,62,0
167,759,0
167,85,0
167,23,0
167,105,513000
167,499,0
167,38,0
167,2,0
167,1123,1710000
167,89,0
41,167,6270000
41,94,57000
41,39,0
41,434,0
41,589,0
41,504,0
41,42,0
41,19789,0
41,399,0
41,66,0
41,11688,0
41,15,0
39,3,19380000
39,190,6040000
39,60,2620000
39,26,1710000
39,472,399000
39,206,342000
39,1110,2850000
39,119,0
39,127,0
39,468,0
39,269,0
39,187,0
39,2531,0
39,2662,0
39,504,0
39,512,0
39,15,0
82,5,17100000
82,244,11400000
82,3,7980000
82,79,7980000
82,1091,1140000
82,162,0
82,4795,0
82,4,0
82,184,0
82,1557,0
82,403,0
82,65,342000
82,434,0
82,129,0
82,618,0
82,269,0
82,10,0
82,418,0
82,512,0
79,3,3420000
79,39,3420000
79,121,798000
79,3368,684000
79,4,114000
79,38,1144000
79,65,399000
79,48,0
79,52,0
79,14,0
79,6163,0
79,321,0
79,409,2280000
79,40058,0
79,1465,0
79,82,15960000
42,38,285000
42,111,0
42,6890,0
42,247,0
42,105,0
42,475,0
42,65,0
42,1100,0
42,16704,0
42,983,0
27,131,20520000
27,33,18240000
27,3187,5700000
27,583,5700000
27,2036,0
27,167,0
27,413,0
33,583,42180000
33,932,5700000
33,162,2280000
33,127,171000
33,94,0
33,873,0
33,367,0
33,3,0
33,5358,0
533,931,1140000
533,206,798000
533,79,684000
533,129,684000
533,89,798000
533,1023,456000
533,167,171000
533,679,114000
533,35,57000
533,33,0
533,1053,0
16,631,72960000
16,379,22800000
16,86,1140000
16,1123,570000
16,931,456000
16,269,0
16,114,0
16,1110,0
16,24,0
16,129,0
16,403,0
16,371,0
15,11,28500000
15,162,22800000
15,254,0
15,35,0
15,9715,0
15,4529,0
23826,31,68400000
23826,1237,11400000
23826,409,1030000
23826,4795,570000
23826,3,228000
23826,80,171000
23826,2643,0
23826,1017,0
23826,473,0
23826,41855,0
23826,65,0
23826,172,0
23826,29,0
79,1075,114000
79,41,0
79,10,0
79,16,0
79,336,0
79,11,0
24,7055,10030000
24,16,5700000
24,38,912000
24,42,228000
24,472,114000
24,4191,0
24,1557,0
24,6574,0
24,15,0
24,1465,0
24,25467,0
24,21,0
24,327,0
24,52,0
24,3948,0
24,475,0
24,9252,0
24,336,0
24,6711,0
18,180,28500000
18,1030,2050000
18,1304,0
18,92,0
18,269,0
44,15,13680000
44,42,5130000
44,79,456000
44,167,0
44,2446,0
44,94,0
44,29228,0
44,81,0
44,440,0
44,2444,0
44,409,0
86,16,22800000
86,3,3420000
86,60,1480000
86,452,912000
86,200,684000
86,441,0
86,39722,0
86,2293,0
86,409,0
86,4171,0
86,28760,0
86,4441,0
86,94,0
86,108,0
86,984,0
86,3057,0
167,24,912000
167,65,114000
167,16,0
167,30,0
167,1096,0
167,3899,0
167,504,0
42,33,7980000
42,82,3420000
42,86,2570000
42,89,570000
42,24,570000
42,199,228000
42,4795,103000
42,2,0
42,80,0
42,349,0
42,127,0
42,206,0
42,144,0
39,16,31920000
39,762,12200000
39,33,11970000
39,1533,2280000
39,3612,0
39,1237,0
39,48,0
39,385,0
60,1003,24050000
60,35,684000
60,187,399000
60,51772,228000
60,257,114000
60,66,114000
60,127,86000
60,269,0
60,79,0
60,7006,0
60,254,0
60,504,0
60,109,0
60,418,0
82,58,570000
82,33,0
82,422,0
82,720,0
82,172,0
82,200,0
82,31,0
38,127,570000
38,10,114000
38,1245,0
38,12374,0
38,22178,0
38,4441,0
38,52,0
38,17,0
38,108,0
38,83,0
38,94,0
38,44796,0
38,167,0
38,79,0
38,44,0
38,18,0
38,3057,0
4,86,0
4,15,0
4,6429,0
4,60,0
4,82,0
4,79,0
631,13,83220000
631,985,50960000
631,989,39100000
631,506,22800000
631,1041,11400000
631,512,8890000
631,762,8550000
631,1010,7180000
631,371,2850000
631,16,1710000
631,669,0
631,405,0
631,472,0
631,202,0
631,988,0
631,3008,0
631,6368,0
631,10484,0
631,2288,0
631,2457,0
631,873,1310000
631,931,0
631,641,0
631,33,0
631,350,0
631,232,0
631,1416,0
148,281,60080000
148,512,22120000
148,33,21660000
148,244,7980000
148,12,3650000
148,36,2850000
148,677,0
148,350,0
148,1132,0
148,405,0
148,714,0
281,1003,31580000
281,1050,15960000
281,2288,18700000
281,1110,10370000
281,368,7980000
281,141,7410000
281,12,5700000
281,589,3990000
281,379,2620000
281,1108,2280000
281,276,1430000
281,159,0
281,631,0
281,6890,0
281,614,0
281,29,0
281,12321,0
281,132,0
281,601,0
281,660,3420000
281,1123,0
281,677,0
281,371,0
281,641,0
281,801,0
281,16214,0
31,131,153900000
31,873,32150000
31,82,7410000
31,398,6500000
31,3008,5130000
31,22,2620000
31,984,2620000
31,58,0
31,43,0
31,1088,0
31,603,0
31,355,0
31,931,0
11,31,43320000
11,985,38760000
11,29,25650000
11,631,19380000
11,1049,28500000
11,506,13910000
11,984,8550000
11,618,0
11,415,0
11,899,0
11,475,0
11,337,0
11,897,0
11,3709,0
11,150,0
985,11,38760000
985,681,9690000
985,1049,3420000
985,1061,0
985,405,0
985,29,0
985,350,0
985,861,0
985,873,0
985,399,0
29,985,96560000
29,631,19270000
29,131,13680000
29,1010,10600000
29,1132,1940000
29,984,1250000
29,23826,570000
29,289,319000
29,11177,0
29,1306,0
29,2381,0
29,703,0
29,1042,0
29,399,0
29,368,0
29,641,0
29,58,0
29,683,0
29,281,0
180,31,96500000
180,984,15620000
180,29,0
180,40812,0
180,276,0
180,972,0
180,349,0
180,148,0
180,931,0
180,1123,0
180,337,0
180,2282,0
180,991,0
180,417,0
989,1219,0
989,11177,0
989,289,0
989,2760,0
989,1181,0
989,972,0
989,349,0
989,1198,0
989,1031,0
989,543,13000000
989,415,2280000
989,703,7750000
989,1088,0
989,405,0
989,2413,0
984,337,2000000
984,86,342000
984,512,0
984,3057,0
984,289,0
984,698,0
984,7,0
984,31,0
379,2288,25990000
379,273,11400000
379,533,9120000
379,641,14700000
379,33304,6350000
379,7055,6270000
