source,target,weight
2477,1091,1
2990,982,4
26789,46,4
12321,3302,3
13509,475,1
1421,40,2
409,2277,11
132,10716,1
762,681,1
683,866,1
3037,410,6
16247,18303,5
1531,683,1
683,9840,1
420,11148,16
2082,856,1
7006,931,1
1421,595,1
126,868,4
1210,5,7
27525,6195,3
3558,347,1
338,3205,1
7661,5220,1
3302,6676,1
21855,11083,1
172,157,7
979,6368,1
14589,11127,2
3392,3386,1
9007,339,18
9804,354,5
11194,422,2
82,113,1
3691,2698,7
331,897,3
1433,601,6
5220,1433,1
1084,11831,1
1283,798,1
4553,862,2
1091,5540,3
221,36,1
7971,3057,1
2454,405,6
1385,458,3
28095,121,2
2783,8838,2
664,157,1
1049,3057,3
2259,3706,1
5225,155,1
2790,252,11
2029,4128,1
1228,132,3
5299,1020,1
1041,405,2
6890,410,2
2721,252,2
862,9528,1
2737,28095,1
7378,2424,3
4,27,3
714,134,4
418,366,5
152,6894,4
1506,11688,4
4331,12,3
2977,9007,1
506,2655,11
5,276,7
715,1038,1
33,148,2
506,964,1
10331,2503,2
1520,999,7
164,1003,9
653,18945,2
1158,2411,1
6992,21216,2
1027,289,4
314,144,4
2944,1296,1
3349,4750,2
159,415,2
1269,610,3
11127,1008,1
141,720,3
825,902,1
5544,715,1
999,10314,4
862,4330,1
2424,2995,10
3062,683,1
3522,46,16
16704,2698,4
19964,1435,1
630,14,2
1237,273,1
142,1532,6
498,6342,2
1038,410,10
170,4309,1
1268,1283,2
272,11194,1
3729,6407,1
358,379,7
5615,5,2
417,1080,1
430,6195,10
132,403,4
480,403,1
697,4106,1
354,157,9
3709,418,6
1408,1005,2
167,82,8
2296,621,8
3330,317,1
289,358,5
57764,409,1
2478,1111,1
749,410,15
1411,601,4
10711,1304,1
418,150,2
1420,1175,1
1211,931,1
8432,2990,1
6600,15,2
444,1386,1
1304,192,3
4102,749,4
10483,13447,1
995,1080,3
2553,4750,1
22330,1038,1
2441,605,12
416,1038,7
197,48,1
610,2439,1
