source,target,total_normalized_amount_for_old_players
86,4171,0
1443,121,0
5225,58108,0
152,3725,0
26,114,0
6418,5570,0
1264,2209,0
1,169,0
33,367,0
7378,828,0
190,855,0
16,35,0
506,11000,0
520,1417,0
202,631,0
18950,8970,0
14,902,0
2779,941,0
244,1176,0
15156,1267,0
327,1184,0
272,16,0
11,11215,0
276,42814,0
1020,511,0
19789,1264,0
856,14010,0
985,931,1.19047619
964,20,0
403,820,0
2374,776,0
12,978,0
820,22177,0
3522,862,0
237,36,0
4603,25,0
4537,62,0
86,15,0
2362,554,0
6920,512,0
641,1060,0
19109,1386,0
199,42,0
31625,6676,0
798,6160,0
317,82,0
17,1291,0
404,1749,0
4361,2921,0.05952381
169,4585,0
2241,33,0
3336,2700,0
8816,449,0
653,37279,0
31,43,0
47,3291,0
1047,1408,0
1467,2750,0
2067,2990,0
7074,281,0
26,347,0
868,830,0
42,23,0
2745,1091,0
2740,19585,0
206,458,0
16795,2497,0
409,210,0
46,148,0
2944,1296,0
897,36100,0
3308,48858,0
4147,130,0
7392,121,0
18018,2503,0
16247,2477,0
2698,1306,0
358,2804,0
11502,126,0
180,289,0
133,7408,0
3508,170,0
4053,1050,0
720,932,0
1147,524,0
379,3744,0
30,35,0
660,11127,0
12,301,0
2,3229,0
26,458,0
1234,58,0
1002,2639,0
750,1118,0
6342,601,0
221,1082,0
1784,599,0
9252,1010,0
59,2863,0
399,678,0
276,447,0
18457,368,0
1444,1075,0
16779,6414,0
1049,762,0
354,566,0
631,371,0
4172,416,0
2250,410,0
2431,7185,0
1429,10617,0
2444,10201,0
931,683,0
3488,2977,0
5358,119,0
133,1090,0
6097,3062,0
65,83,0
152,4907,0
1378,155,0
765,447,0
537,2990,0
566,1268,0
826,114,0
272,16704,0
4297,3368,0
2227,16198,0
3544,589,0
30857,79,0
237,3711,0
162,826,0
2428,2477,0
62,12277,0
2381,820,0
13,606,0
62,4772,0
130,281,0
122,58,0
8835,11747,0
35,95,0
455,4482,0
537,1210,0
169,30120,0
327,829,0
73,144,0
21849,2995,0
7185,317,0
931,1049,0
10118,130,0
377,18961,0
281,3057,0
40,1423,0
1562,5544,0
697,429,0
4750,10949,0
23989,1426,0
479,7133,0
384,499,0
70730,1096,0
1274,4,0
42,3205,0
6994,2381,0
167,2700,0
968,3898,0
156,2293,0
1175,1081,0
4482,3729,0
683,3057,0
14893,862,0
417,1154,0
875,820,0
415,2580,0
5220,1035,0
8738,410,0
4448,5287,0
2463,5745,0
9536,1301,0
5648,23611,0
354,2783,0
3825,1123,0
862,4255,0
19077,5546,0
13379,2696,0
11609,409,0
180,3060,0
410,595,0
31,1194,0
2867,40,0
1321,11560,0
413,4128,0
1010,3613,0
720,3176,0
667,853,0
932,4654,0
2855,447,0
2990,3327,0
418,762,0
148,11972,0
10561,130,0
566,815,0
999,25029,0
2783,2703,0
641,1049,0
2311,5268,0
8652,6676,0
2231,409,0
3,16,0
2238,1164,0
408,1025,0
350,1159,0
4482,3691,0
982,3793,0
180,1302,0
3054,762,0
1268,18216,0
10155,1025,0
697,2,0
1071,202,0
31,1032,0
9256,1164,0
1293,1321,0
25380,1084,0
931,56,0
679,1164,0
697,18967,0
200,1041,0
3229,2698,0
6195,1010,0
3325,1119,0
244,4291,0
244,3234,0
10314,3233,0
1044,33,0
566,2861,0
349,164,0
3793,498,0
679,2639,0
8563,16247,0
1220,405,0
1091,13499,0
4441,10480,0
1073,121,0
2425,13243,0
1039,3684,0
4007,128,0
826,148,0
31614,800,0
48,30,0
850,1506,0
2990,3393,0
631,2804,0
416,1385,0
311,2431,0
23302,475,0
2257,855,0
128,850,0
289,352,0
7769,1627,0
1386,683,0
5268,1029,0
54525,1245,0
6808,485,0
57,72,0
13,1531,0
3037,398,0
172,3229,0
209,405,0
6419,2374,0
19164,1411,0
8579,46,0
653,7977,0
993,1008,0
20664,1467,0
2311,533,0
1388,19,0
6418,2671,0
6992,21216,0
1150,29228,0
683,447,0
6954,4,0
1025,430,0
26,430,0
37276,2671,0
9636,941,0
410,3837,0
379,3161,0
2292,2844,0
1066,3057,0
6297,169,0
475,128,0
1187,3592,0
3523,873,0
1161,995,0
4000,410,0
4750,21957,0
1627,2672,0
7918,1321,0
554,2696,0
265,540,0
5163,332,0
129,266,0
1005,2296,0.12987013
3899,39,0
4338,800,0
415,1377,0
172,6676,0
5551,2282,0
1096,455,0
485,14768,0
9083,169,0
2990,24645,0
8817,798,0
12908,800,0
6158,918,0
2944,1511,0
1108,1532,0
5545,19083,0
3227,1096,0
1269,11368,0
2362,448,0
120,6055,0
1264,2463,0
3178,1433,0
1321,20070,0
1119,1132,0
2990,11194,0
1085,2557,0
595,3161,0
455,33,0
69,16,0
1037,1038,0
417,22859,0
553,7042,0
110,8,0
1084,610,0
30,129,0
164,931,0
368,2944,0
993,5358,0
3697,164,0
3307,833,0
126,1467,0
403,227,0
232,199,0
430,3522,0
3205,4773,0
543,1050,0
485,25029,0
13641,2410,0
1390,9352,0
83,4,0
1244,16486,0
1386,10503,0
206,192,0
3973,3327,0.078947368
331,82,0
5220,968,0
6894,4641,0
499,42,0.032258065
2619,5,0
2441,10482,0.002840434
2330,20698,0
26709,1268,0
294,786,0
142,3234,0
495,66,0
4603,1119,0
472,1244,0
3176,25,0
6195,419,0
168,204,0
4383,3551,0
4103,416,0
1010,294,0
679,130,0
8718,2995,0
1388,12,0
2374,12049,0
2750,20699,0
648,1085,0
1421,1411,0
4172,1025,0
157,610,0
5358,29095,0
189,237,0
750,1108,0
2282,41274,0
365,1321,0
467,11368,0
1210,19,0
5107,4687,0
18751,697,0
1775,2698,0
18030,475,0
931,703,0.166666667
108,2639,0
3709,114,0.144275162
467,16,0
2995,2067,0
2517,23826,0
4104,46,0
27472,862,0
294,1038,0
273,1230,0.238095238
417,1160,0
172,2531,0
232,2698,0
4,17,0
337,618,0
845,10484,0
1083,2227,0
503,3899,0
131,625,0
121,952,0
2639,84,0
22175,1426,0
820,86,0
6414,19605,0
2441,6444,0
498,1322,0
6112,458,0
3266,3336,0
416,2921,0.00952381
5026,2282,0
1252,3008,0
667,46856,0
979,271,0
5648,281,0
2439,6672,0
2553,3508,0
7632,553,0
252,1103,0
3327,2423,0
715,45838,0
7406,28956,0
520,1433,0
2696,22220,0
1784,2441,0
918,12266,0
3508,29228,0
3368,38,0
1433,1201,0
3537,180,0
3993,5219,0
2457,4881,0
6767,398,0
42,144,0
641,466,0.077922078
479,4772,0
5544,6380,0
379,762,0
18957,6380,0
750,290,0
95,9010,0
918,47286,0
44,501,0
5174,1047,0
430,189,0.334168755
3008,683,0
820,19684,0
16795,3709,0
452,1082,0
814,11117,0
10155,252,0
1146,1071,0
2703,339,0
422,128,0
1519,289,0
643,132,0
2969,10868,0
2262,405,0
3522,398,0
126,24296,0
8174,4482,0.002539243
281,29,0
1162,797,0
589,839,0
786,3999,0
260,4,0
503,936,0
58,306,0
415,157,0
6890,24245,0
2598,2589,0
1181,337,0
9480,1073,0
5227,458,0
1267,503,0
3125,157,0
2410,1003,0
1158,1421,0
10492,4750,0
1103,2921,0
3348,2431,0
4,271,0
6429,3551,0
57,24,0
10314,8101,0
2421,3325,0
2464,2448,0
415,30891,0
3349,3348,0
281,641,0
2703,6672,0
2814,1123,0
148,3258,0
3911,63319,0
1402,605,0
480,1227,0
5571,683,0
410,762,0
964,583,0
2296,2444,0
159,630,0
1064,5545,0
4441,7445,0
3898,8427,0
6642,58,0
34096,327,0
748,338,0
2737,3729,0
294,449,0.61185058
498,6464,0
621,2698,0
260,273,0
935,14075,0
337,762,0
403,410,0
3,17,0
467,623,0
408,398,0
16239,3785,0
6414,4531,0
434,368,0
7179,10131,0
995,986,0
11411,6996,0
5544,8841,0
1020,1147,0
1020,271,0
9007,40090,0
73,999,0
169,1059,0
924,262,0
458,2253,0
11259,16795,0
1025,4541,0
3197,7378,0
46,5174,0
786,132,0
738,1017,0
3772,498,0
5228,3999,0
7160,825,0
1087,13,0
1047,2921,0
417,14,0
41,1010,0.460526316
265,273,0
22559,918,0
4441,856,0
202,642,0
6418,35415,0
1095,833,0
4662,157,0
3508,403,0
4326,8970,0
39,16795,0
3140,1085,0
150,44,0
6996,2079,0
1322,589,0
790,314,0
7020,204,0
10690,16247,0
582,36,0
281,6600,0
985,2410,0
29962,2672,0
76,410,0
347,21957,0
3057,1165,0
2250,605,0
548,409,0
820,27187,0
452,3008,0
3772,223,0
2698,6992,0
281,1041,0
23826,430,0
3,3899,0
938,21957,0
2155,398,0
648,9645,0
5138,800,0
40,221,0
1385,1104,0
31,141,0
3747,234,0
11335,566,0
17467,141,0
12001,447,0
6676,4862,0
11310,1032,0
2362,2573,0
10480,5544,0
1268,810,0
16950,4057,0
5107,4057,0
9095,599,0
862,2288,0
18299,16245,0
4772,14,0
1010,234,0
366,232,0
22403,12,0
162,449,0
11609,589,0
10234,144,0
1194,984,0
5543,506,0
65,5111,0
607,169,0
3725,18916,0
660,10157,0
8970,839,0
4814,7074,0.058139535
18223,7185,0
993,410,0
2282,1910,0
5223,3898,0
21717,6996,0
3368,1326,0
1017,36,0
2672,2402,0
5225,19215,0
3772,601,0
502,2420,0
403,204,0
2464,631,0
358,641,0
309,982,0
2300,7185,0
1030,1084,0
1991,25,0
2288,499,0
714,1244,0
19789,7775,0
2705,6992,0
370,641,0
599,12669,0
520,679,0
190,430,0
3508,10370,0
58,2503,0
1032,1010,0
11831,419,0
452,1420,0
13092,2431,0
449,21580,0
50341,800,0
664,932,0
62,779,0
2693,3834,0
6928,1010,0
8835,5956,0
6088,447,0
23826,4795,0
750,383,0
1417,1096,0
610,995,0
6461,2441,0
6432,11127,0
62,415,0
86,10,0
30058,130,0
18497,1083,0
21941,683,0
3202,833,0
12861,18981,0
8056,169,0
6266,12,0
53177,314,0
7185,475,0
641,703,0
2425,3325,0
317,6195,0
25807,1085,0
1162,8174,0
498,2761,0
6380,155,0
5219,9353,0
6600,265,0
164,1034,0
798,10790,0
500,1184,0
80,257,0
306,405,0
4602,3391,0
2454,762,0
829,2282,0
565,44,0
38,6418,0
132,510,0
599,3812,0
660,29,0
1237,984,0
618,3911,0
2374,6671,0
2420,2448,0
788,441,0
1293,498,0
327,12005,0
1076,1766,0
734,2655,0
20,20699,0
1184,1038,0
85,2,0
5546,64613,0
1045,873,0
583,29,0
2497,349,0
11751,2783,0
499,89,0
28643,10217,0
3725,2699,0
641,124,0
2598,52640,0
667,641,0
1267,8829,0
1025,2581,0.010638298
3725,3612,0
7087,524,0
3846,1267,0
447,12105,0
1038,13562,0
9681,2977,0
1897,2598,0
2598,2781,0
1164,458,0
15,418,0
12060,3691,0
1301,8104,0
3793,28643,0
252,8728,0
641,22,0.276524645
3393,5219,0
7185,5540,0
16,1184,0
32017,2703,0
32206,130,0
1186,16704,0
17444,1028,0
506,7197,0
4333,332,0
46,22266,0
101,25,0.029239766
964,420,0
7088,10484,0
5545,12823,0
11,2288,0
15066,2079,0
317,14715,0
338,22220,0
2503,121,0
6890,6646,0
903,31,0
3396,2670,0
11831,714,0
3057,970,0
65,5544,0
1119,7646,0
10876,1147,0
566,2961,0
31615,2675,0
35,24,0
1433,30703,0
648,7077,0
128,13293,0
12132,18303,0
1091,22041,0
9250,132,0
5107,22221,0
238,128,0
47,7097,0
897,10330,0
232,2433,0
3508,968,0
1427,820,0
1090,762,0
35955,276,0
450,36093,0
25029,144,0
10004,415,0
663,2700,0
6483,5544,0
157,11596,0
39,169,0
2566,1520,0
82,92,0
33439,2079,0
42,3,0
169,7209,0
5647,3349,0
2598,33472,0
1090,405,0
10695,660,0
152,4641,0
699,3057,0
1837,2784,0
7042,1416,0
6954,1269,0
11470,825,0
2441,8697,0
4064,533,0
520,19588,0
21957,4634,0
1110,2455,0
9138,367,0
1148,989,0
197,15,0
2832,1467,0
765,20,0
314,30613,0
605,1214,0
3935,132,0
5571,169,0
1075,238,0
2362,6105,0
862,1050,0
124,1164,0
630,398,0
199,415,0
413,5220,0
3057,9010,0
13240,681,0
993,631,0
940,630,0
1096,670,0
1411,10673,0
91,18,0
19639,2671,0
4114,332,0
130,704,0
6365,595,0
6878,6418,0
1162,1030,0
170,257,0
5,2331,0
10690,840,0
12765,3057,0
3062,1091,0
200,399,0
44,1804,0.579409049
29228,43293,0
336,976,0
829,1091,0
4554,252,0
1082,631,0
2566,72,0
23611,7964,0
4814,7732,0
2282,995,0
175,157,0
10690,23611,0
2125,47,0
148,338,0
2420,7077,0
6412,2698,0
142,130,0
144,13351,0
47,703,0
5724,7185,0
18506,28956,0
3207,2944,0
418,1050,0
434,653,0
897,1091,0
2740,4772,0
430,4061,0
2180,1020,0
9010,6348,0
2457,25380,0
1032,1269,0
273,89,0
157,2481,0
1085,52519,0
354,3171,0
19771,12399,0
4482,14,0
50571,7179,0
159,338,0
605,610,0
3385,1214,0
2462,1084,0
383,265,0
3898,820,0
2180,3948,0
845,1511,0
19639,4602,0
447,60529,0
266,856,0
40,1290,0
370,281,0
458,2294,0
132,8817,0
29,1050,0
8671,169,0
121,931,0
18938,1038,0
46619,862,0
607,244,0
1301,4000,0
856,12210,0
1210,4172,0
27,1061,0
128,899,0
2700,2420,0
2,168,0
86,148,0
30,829,0
982,32079,0
4146,398,0
15817,653,0
1411,583,0
1269,1434,0
25243,2425,0
2990,7466,0
237,866,0
3729,6764,0
79,76,0
2750,1245,0
663,12861,0
3899,10483,0
6107,172,0
1301,1304,0
614,33,0
379,36,0
1301,1784,0
133,36892,0
195,430,0
10,50,0
415,3911,0
29785,157,0
1049,6600,0
195,1084,0
84,4602,0
5,940,0
16795,993,0
232,1775,0
347,184,0
2394,14,0
60,819,0
273,1047,0
114,82,0
2984,2553,0
468,480,0
634,148,0
991,1123,0
14340,5546,0
65,38,0
868,3654,0
1184,316,0
2238,605,0
533,41,0
142,4032,0
317,8565,0
1049,273,0
367,281,0
9636,336,0
3349,2420,0
999,25116,0
141,12,0
6110,979,0
415,1005,0
995,417,0.106382979
1304,3943,0
273,354,0
3899,6676,0
1434,317,0
6087,485,0
3709,970,0
294,206,0
1080,999,0
839,4544,0
338,16795,0
2703,6081,0
11006,419,0
678,5358,0
3060,5619,0
41,206,0
10642,12,0
862,3057,0
12,749,0
449,6630,0
1627,2282,0
995,8850,0
144,40812,0
6621,1075,0
2944,503,0
1035,3325,0
667,625,0
290,354,0
5219,980,0
618,43770,0
11040,202,0
420,2395,0
53059,336,0
289,22,0
5107,599,0
5689,354,0
1184,2698,0
38901,1304,0
2463,1291,0
14837,862,0
2995,35759,0
641,1270,0
7971,368,0
294,630,0
6996,12425,0
36892,235,0
2362,22262,0
8397,449,0
875,2441,0
595,1286,0
1044,2698,0
114,496,0
46807,2598,0
33441,1837,0
49702,1083,0
1230,1075,0
35,1401,0
759,410,0
2337,327,0
1890,2598,0
430,4033,0
332,447,0
5648,993,0
3600,28643,0
603,132,0
595,9250,0
405,1268,0
1186,25580,0
599,2844,0
3786,631,0
65,18,0
14,897,0
2990,4718,0
990,331,0
4779,1304,0
24575,450,0
3461,289,0
4295,1003,0
405,1035,0
82,2420,0
77,2477,0
8373,1390,0
4480,2444,0
800,1416,0
2296,2433,0
1506,982,0
116,1041,0
4,11300,0
8152,762,0
3891,4057,0
3719,2995,0
2381,68,0
2293,568,0
3385,3706,0
398,1274,0
294,60,0
5689,2671,0
9095,2566,0
22046,2672,0
1119,3396,0
6987,1085,0
6,2832,0
1512,2381,0
2459,1085,0
244,819,0
338,660,0
10010,2425,0
467,999,0
420,20249,0
10330,132,0
11083,11066,0
6087,5107,0
1433,3318,0
2362,25246,0
354,1433,0
6203,128,0
1043,6992,0
2478,6953,0
1096,3315,0
50341,5,0
3336,2457,0
1826,417,0
7179,25809,0
856,20332,0
648,681,0
15374,800,0
2844,2984,0
130,4271,0
5621,410,0
1386,2331,0
1184,2700,0
398,681,0
5545,13716,0
429,2394,0
715,892,0
23766,868,0
1322,6380,0
2227,9560,0
1083,3930,0
4380,2381,0
6347,294,0
37169,2362,0
1455,723,0
496,317,0
31,506,0
13716,5545,0
327,32567,0
11502,3205,0
2861,38205,0
2477,4773,0
2698,3197,0
932,130,0
192,4641,0
5378,1467,0
16704,6672,0
4634,2740,0
102,2444,0
289,336,0
66,86,0
169,3308,0
653,605,0
126,25230,0
60,64,0
1075,24994,0
327,29424,0
16795,44289,0
164,104,0
1423,273,0
714,12321,0
2413,132,0
30686,2740,0
9187,167,0
192,47,0
503,6078,0
2737,6414,0
273,14201,0
144,1390,0
506,2250,0
2433,252,0
618,289,0
2761,172,0
7560,935,0
703,23826,0
1070,366,0
1032,141,0
120,1204,0
332,126,0
989,2805,0
2381,970,0
714,232,0
621,2156,0
2675,653,0
9961,1210,0
141,964,1.395348837
11127,9465,0
29779,2362,0
13254,41,0
797,5587,0
14344,2783,0
8827,4814,0
971,355,0
150,367,0
2288,1050,0
10200,1433,0
398,5174,0
79,534,0
830,605,0
713,5,0
605,5051,0
667,10876,0
3216,39807,0
15019,931,0
789,697,0
3717,1039,0
159,2698,0
11831,2420,0
3899,1426,0
128,4759,0
3999,3060,0
2693,2700,0
14,2503,0
1433,1111,0
2863,1075,0
20,14928,0
1533,11590,0
10949,1075,0
291,1085,0
2973,3772,0
16245,3886,0
511,839,0
11675,114,0
750,20,0
475,902,0
3271,294,0
3593,2227,0
4687,1075,0
2477,669,0
10791,33,0
22203,252,0
1897,6380,0
527,2293,0
4786,5546,0
28098,11127,0
3721,512,0
448,4603,0
7717,1164,0
1826,2672,0
6195,19169,0
27214,128,0
4557,566,0
940,11000,0
38290,506,0
873,25,0
2990,2420,0
2079,1230,0
142,368,0
1293,1423,0
1210,10348,0
503,790,0
27078,2292,0
4,589,0
22220,86,0
237,1268,0
127,24,0
4603,347,0
2662,12210,0
698,1123,0
504,306,0
940,114,0
398,3631,0
2420,3348,0
681,13,0
9265,410,0
820,13594,0
449,89,0
16795,1050,0
1426,468,0
409,128,0
1775,607,0
714,585,0
82,2979,0
235,41,0
2420,985,0
82,244,0
4004,2737,0
862,631,0
24,41,0
294,252,0
11069,2566,0
93,80,0
4391,172,0
2253,6574,0
582,41,0
3,12583,0
289,430,0
2433,7042,0
64,122,0
62,5689,0
333,566,0
2227,713,0
1426,724,0
3999,3392,0
762,3456,0
1023,4,0
429,3392,0
60,28,0
7087,2292,0
506,704,0
2448,5650,0
3524,7042,0
468,128,0
2867,252,0
12816,169,0
12321,2464,0
1304,618,0
42153,6890,0
355,2964,0
10314,327,0
15021,449,0
31614,144,0
3270,982,0
131,234,0
244,6600,0
450,46807,0
3171,204,0
820,4494,0
197,46,0
19,2,0
600,121,0
2374,2703,0
7975,697,0
26,1467,0
1003,2964,0
801,281,0
195,984,0
7443,503,0
430,4171,0
4747,8024,0
605,18272,0
23611,45156,0
506,1385,0
132,2825,0
14708,419,0
5615,800,0
7633,1090,0
7975,6808,0
167,4,0
9598,204,0
7971,605,0
610,15,0
44,208,0
1047,430,0
65,60,0
3593,4363,0
7179,2425,0
1415,458,0
430,683,0
642,354,0
379,273,0
276,336,0
24,1557,0
1418,337,0
669,3325,0
1210,862,0
1085,2995,0
2292,3840,0
447,4000,0
130,1415,0
8565,642,0
4083,2239,0
4602,26619,0
1147,1041,0
1180,5268,0
6105,621,0
2470,16,0
2671,1876,0
1038,5220,0
1039,8714,0
1433,4482,0
142,1075,0
53756,1085,0
53,82,0
355,9709,0
1286,2737,0
403,11368,0
1035,1038,0
697,5225,0
9010,18667,0
1234,1050,0
379,533,0
150,11596,0
89,167,0
4333,408,0
12438,3243,0
368,537,0
69,66,0
845,1291,0
2926,204,0
221,12,0
720,367,0
306,677,0
2251,398,0
3368,1386,0
312,12,0.136752137
1562,2944,0
3368,289,0
3508,1245,0.018018018
16087,1159,0
9636,1091,0
29808,6676,0
4590,4057,0
902,450,0
24394,29228,0
447,17,0
14836,3706,0
26955,416,0
2776,6804,0
6994,4057,0
12939,868,0
11282,172,0
10693,317,0
15656,2457,0
398,866,0
418,60,0
252,1184,0
543,991,0
504,825,0
114,660,0
9251,3008,0
46137,1435,0
2323,3368,0
503,6081,0
44,6767,0
11749,2740,0
86,180,0
12861,797,0
765,327,0
309,720,0
2477,22597,0
1176,583,0
833,252,0
5111,28170,0
2457,618,0
3690,12431,0
4104,252,0
615,72,0
48530,999,0
830,232,0
1106,931,0
1219,350,0
2861,28848,0
32036,4482,0
10131,3349,0
2573,1184,0
18950,1038,0
568,5268,0
150,5358,0
2671,3391,0
716,458,0
1198,11,0
1027,1110,0
940,641,0.053333333
4772,932,0
800,169,0
172,2293,0
10907,266,0
6227,2444,0
4814,3345,0
15,16,0
450,43162,0
9074,6087,0
2441,6418,0
336,45604,0
1025,1408,0
897,338,0
17776,4814,0
1080,172,0
2672,9060,0
415,3898,0
61,750,0
2832,2944,0
533,1032,0
3060,15414,0
14831,2477,0
1075,1114,0
4779,6676,0
1123,1237,0
311,641,0
338,25558,0
653,8178,0
403,2727,0
631,6368,0
15910,148,0
6424,8835,0
24366,1304,0
972,180,0
978,2737,0
8512,252,0
3725,354,0
710,982,0
1111,172,0
416,204,0
61,762,0
701,44,0
11194,9641,0
164,1127,0
2250,6195,0
10483,10625,0
1532,4053,0
32567,814,0
22219,47,0
24,114,0
120,1264,0
4086,398,0
148,1035,0
8164,2861,0
84,19,0
82,766,0
235,133,0
866,2457,0
26722,1387,0
368,4294,0
1186,20,0
833,8043,0
12795,1322,0
749,10523,0
3205,2750,0
5107,485,0
379,72,0
825,3057,0
2420,3327,0
39,206,0
897,7078,0
825,170,0
2790,86,0
1020,1390,0
157,3523,0
5,1039,0
12460,2362,0
16247,6414,0
1386,408,0
3610,3336,0
4363,338,0
23826,4,0
141,9961,0
2779,5545,0
5570,2477,0
2036,2662,0
2259,3706,0
1241,762,0
1005,1105,0
543,294,0
31,3368,0
10157,12438,0
9715,141,0
982,7769,0
1160,1164,0
3,30,0
3840,868,0
20,234,0
3508,6939,0
12460,314,0
862,40352,0
999,6503,0
868,6981,0
1039,2288,0
29,12,0
2510,3205,0
58,20698,0
135,6483,0
6878,2521,0
1386,4033,0
1416,162,0
169,72,0
776,2737,0
610,22,0
931,990,0
2250,1245,0
931,2262,0
11375,2441,0
1032,3237,0
667,195,0
605,626,0
449,11250,0
197,41,0
1091,338,0
5358,266,0
3008,3537,0
176,589,0
327,2209,0
918,3900,0
29,762,0
1041,30204,0
2703,11127,0
4146,1038,0
2288,68006,0
58,40,0
60,41,0
190,338,0
498,1167,0
114,79,0.112612613
2464,409,0
12065,2439,0
5225,141,0
11391,2598,0
447,3610,0
22199,3392,0.012987013
2503,7117,0
2425,3899,0
22561,144,0
39,293,0
416,18720,0
20760,524,0
6943,931,0
897,2802,0
385,133,0
1423,124,0
336,221,0
26007,450,0
6630,6894,0
46,2698,0
6363,631,0
157,862,0
2964,985,0
21265,2995,0
52,110,0
22,369,0
2394,17444,0
475,5223,0
634,235,0
3368,244,0
3038,566,0
1011,180,0
868,984,0
290,405,0
2293,4574,0
410,368,0
40090,6195,0
10004,40,0
367,1775,0
2274,413,0
1071,873,0
306,12634,0
266,7447,0
265,17194,0
25030,6087,0
3999,5771,0
4770,999,0
2441,41197,0
1204,825,0
12109,35698,0
3898,512,0
266,9636,0
642,22878,0
20,8698,0
589,3725,0
3,79,0
1082,26,0
656,1050,0
467,9715,0
11083,44202,0
2481,416,0
5544,24510,0
379,989,0
641,970,0
503,4320,0
79,11,0
2867,1038,0
540,126,0
12520,467,0
80,4,0
2419,1436,0
79,399,0
2319,1506,0
62,9560,0
2990,3705,0
935,144,0
826,2727,0
416,4255,0
5868,2425,0
24575,5228,0
697,4128,0
820,9851,0
2524,583,0
120,3372,0
289,1098,0
605,2068,0
171,33,0
3037,430,0
232,1186,0
593,383,0
316,584,0
1322,2779,0
1032,294,0
2319,589,0
413,82,0.037037037
8728,1082,0
3497,2180,0
289,40,0
18299,2227,0
3719,2232,0
599,8285,0
7975,79,0
1443,82,0
6764,2227,0
199,11,0
134,12523,0
13852,3687,0
765,2776,0
825,6604,0
6996,35743,0
641,610,0
141,23826,0
18950,506,0
130,37463,0
76,234,0
3229,1075,0
410,17584,0
316,5220,0
7475,1085,0
21331,1047,0
141,6105,0
8490,126,0
42,24,0
1037,762,0
410,3172,0
1274,11127,0
2282,2,0
1290,273,0
197,2790,0
2497,288,0
354,1177,0
1307,130,0
14,865,0
968,41274,0
409,197,0
12,13353,0
47,2672,0
2441,2282,0
4000,294,0
540,797,0
327,4083,0
1301,25,0
244,543,0
1388,4093,0
6992,663,0
2703,3691,0
1293,2381,0
18981,5546,0
5192,17444,0
7733,1096,0
2068,1164,0
336,40,0
1321,6464,0
5544,797,0
1511,3216,0
3508,708,0
30,94,0
15268,2995,0
41,3183,0
1083,9687,0
3709,6297,0
918,1085,0
1532,31,0
11252,157,0
338,4961,0
984,512,0
6996,13499,0
6638,244,0
3008,6066,0
467,5689,0
1227,3898,0
2362,1540,0
211,82,0
656,826,0
11053,2776,0
1038,26789,0
18143,11609,0
19257,999,0
2374,2477,0
6986,2995,0
941,167,0
6894,10446,0
1164,273,0
583,667,0
9095,499,0
306,524,0
5546,6483,0
4441,12388,0
403,6107,0
156,2410,0
6603,2425,0
132,6163,0
2700,8956,0
5544,377,0
663,121,0
3205,3325,0
19109,1038,0
3368,7077,0
276,2655,0
14,4,0
987,337,0
8515,31,0
499,33,0
1010,1109,0
2323,3840,0
1429,510,0
3595,350,0
897,2402,0
42,699,0
12815,2457,0
3896,3302,0
5689,128,0
79,418,0
43,1071,0
60,713,0
6993,28936,0
2362,11148,0
8835,11135,0
1775,720,0
16,630,0
2035,3327,0
111,235,0
1025,4324,0
2696,4482,0
1411,978,0
4907,1301,0
941,13392,0
520,1162,0
610,29,0
11257,2431,0
122,1820,0
968,3892,0
6676,2675,0
12823,697,0
2784,204,0
10468,6249,0
1268,370,0
1442,3772,0
2441,209,0
5225,12823,0
5287,2698,0
410,3302,0
38,12374,0
1064,979,0
18540,1085,0
939,128,0
8144,232,0
273,9250,0
87,413,0
2776,419,0
2921,1103,0
6452,964,0
2457,15943,0
1184,466,0
855,29228,0
3592,12883,0
4574,2381,0
566,2410,0
31,1252,0
19,383,0
1104,4146,0
355,417,0
21942,47,0
72,2,0
984,1110,0
30,4814,0
8554,5219,0
18,3709,0
1073,2973,0
1411,12682,0
40280,28095,0
1245,1244,0
35782,697,0
3057,46,0
820,101,0
306,235,0
1511,1506,0
29095,931,0
3274,336,0
7971,2672,0
4171,150,0
1387,4113,0
79,1290,0
2425,679,0
1073,3943,0
19077,814,0
1244,720,0
36755,4128,0
2675,1119,0
814,413,0
413,58,0
168,498,0
585,1050,0
1095,720,0
2296,169,0
720,1164,0
1132,543,0
2420,3332,0
4494,2381,0
20095,2410,0
358,2238,0
458,447,0
197,450,0
13473,19771,0
1091,15613,0
38,33,0
6075,172,0
234,130,0
415,678,0
18105,9007,0
6201,6380,0
820,7160,0
3508,30857,0
52,3229,0.006694367
10688,11135,0
367,9840,0
2580,1010,0
1091,8699,0
417,7042,0
3772,3898,0
172,5572,0
7178,1005,0
410,839,0
969,2503,0
2462,336,0
273,347,0
130,3898,0
7633,2441,0
410,452,0
172,11391,0
294,234,0.322580645
2670,7185,0
314,39026,0
1038,9352,0
710,2566,0
1268,156,0
1010,358,0
1210,80,0
2425,25835,0
7185,2821,0
1081,995,0
4482,19726,0
237,6890,0
17444,4333,0
4057,28095,0
10625,3060,0
377,8146,0
5369,24,0
995,1095,0
3227,42,0
6996,6630,0
9265,383,0
485,314,0
14725,306,0
129,605,0
14682,1244,0
234,3,0
2977,8429,0
1204,114,0
1433,3772,0
1004,266,0
1181,11,0
2944,632,0
964,150,0.067567568
8728,162,0
1050,1064,0
653,20058,0
4057,12427,0
776,33,0
21934,2672,0
