source,target,num_players,total_amount,total_adjusted_amount,"num_young_players, num_middle_aged_players, num_old_players"
6418,441,5,0,0,2,2,1
279,16704,1,0.0171,0.01428571428571428571428571429,1,0,0
13225,2477,1,0,0,0,0,1
5225,1083,1,0,0,0,1,0
3057,2180,2,0,0,0,1,1
467,12163,1,0,0,1,0,0
601,306,1,0.00912,0.01904761904761904761904761905,1,0,0
641,631,10,0,0,9,1,0
162,1158,5,0.0228,0.04761904761904761904761904762,0,3,2
281,405,5,0.2708,0.3736064907677449670730745759,1,3,1
5546,941,9,0.00684,0.01428571428571428571428571429,2,6,1
5268,2703,4,0.0057,0.005319148936170212765957446809,2,1,1
2421,1085,1,0,0,1,0,0
475,631,2,0,0,2,0,0
1100,1071,1,0.0418,0.09649122807017543859649122807,0,1,0
4271,408,2,0,0,0,2,0
3205,1075,1,0,0,0,1,0
10484,3207,3,0,0,0,3,0
10956,1039,2,0,0,2,0,0
902,2703,1,0,0,1,0,0
5546,2444,1,0,0,0,1,0
2477,1394,1,0,0,1,0,0
8835,31403,1,0,0,1,0,0
6992,40426,1,0,0,0,1,0
1506,3840,3,0,0,1,1,1
1095,180,2,0.0524,0.1016028371260191575543695565,0,2,0
498,2410,2,0.0547,0.1115871073031415748674010608,2,0,0
3325,1085,5,0,0,2,2,1
1511,2695,1,0,0,0,0,1
3392,840,1,0,0,1,0,0
366,237,5,0,0,2,1,2
120,1001,1,0,0,1,0,0
289,677,5,0.08005,0.09008631553424386571083099639,1,3,1
223,12266,5,0,0,4,0,1
5220,683,15,0.00673,0.005845058190029529268716345319,13,2,0
157,1411,2,0,0,0,2,0
1424,1081,1,0,0,0,1,0
1301,8546,1,0,0,0,1,0
142,252,3,0.1995,0.3501979218208807521029193469,1,2,0
430,5,8,0.7296,0.7048984468339307048984468340,2,3,3
990,984,1,0.1026,0.1956521739130434782608695652,0,1,0
1044,2698,1,0.0125,0.01442751615881809787626962142,1,0,0
814,6464,1,0,0,1,0,0
35415,21957,1,0,0,0,1,0
10331,7179,2,0,0,1,1,0
2727,41274,1,0,0,0,0,1
2362,11194,3,0,0,1,1,1
244,273,2,0.0137,0.03162511542012927054478301016,1,0,1
416,130,7,0.0798,0.1196581196581196581196581197,1,4,2
3691,932,6,0,0,2,4,0
72,683,2,0.0103,0.01544459439196281301544459439,0,1,1
9074,918,3,0,0,3,0,0
1039,2439,1,0,0,0,0,1
6630,800,1,0,0,1,0,0
987,164,3,0,0,3,0,0
1049,1075,3,0,0,2,1,0
3705,553,1,0,0,0,0,1
1429,1390,2,0,0,0,0,2
339,204,1,0,0,0,0,1
6,820,1,0,0,1,0,0
26,862,1,0.00912,0.01860465116279069767441860465,1,0,0
1418,294,4,0.1619,0.2779866332497911445279866332,3,1,0
5572,653,1,0,0,1,0,0
2700,232,8,0.01995,0.01193024707876193024707876193,3,3,2
3105,475,1,0,0,1,0,0
3524,290,3,0,0,3,0,0
5546,7975,5,0,0,3,2,0
6987,294,9,0,0,9,0,0
252,1104,5,0,0,2,2,1
1158,189,1,0,0,0,0,1
468,1090,11,0.05074,0.07723131581365876781836034807,10,1,0
851,152,1,0.00029,0.0006694367497691597414589104340,1,0,0
738,826,2,0,0,1,1,0
3820,164,1,0,0,1,0,0
892,450,3,0,0,1,1,1
1108,1087,2,0,0,1,1,0
845,2292,2,0,0,0,1,1
4324,6574,1,0,0,1,0,0
6996,26641,1,0,0,0,1,0
3159,172,2,0,0,2,0,0
6890,820,1,0,0,0,0,1
1084,3709,4,0.0855,0.09401424615339049565359041569,1,3,0
331,1533,2,0,0,0,1,1
498,4641,1,0,0,0,1,0
276,130,10,0.3568,0.5982382323269604586501316405,9,1,0
524,126,7,0,0,2,5,0
2425,10330,2,0,0,2,0,0
2783,338,2,0,0,0,2,0
4,57,1,0,0,0,1,0
1159,3559,1,0,0,0,1,0
6992,61761,1,0,0,1,0,0
1083,3691,3,0,0,0,2,1
2598,941,24,0.00912,0.01904761904761904761904761905,17,5,2
416,1387,9,0,0,3,4,2
2419,1083,2,0.00371,0.008678362573099415204678362573,0,2,0
5572,441,3,0,0,0,2,1
11609,409,1,0,0,1,0,0
845,2832,1,0,0,1,0,0
2125,294,2,0.0057,0.01315789473684210526315789474,2,0,0
5219,441,3,0,0,1,1,1
472,993,4,0,0,0,2,2
2424,7478,4,0,0,3,1,0
1433,172,1,0.00114,0.002279088364654138344662135146,0,1,0
2433,252,1,0.0197,0.04114452798663324979114452799,1,0,0
3054,543,1,0,0,1,0,0
172,38040,1,0,0,1,0,0
1533,762,1,0.114,0.04504504504504504504504504505,0,1,0
12125,720,1,0,0,1,0,0
4549,607,1,0,0,1,0,0
4057,3725,6,0,0,1,3,2
265,3729,1,0,0,0,1,0
660,3719,1,0,0,1,0,0
126,3205,3,0,0,1,2,0
332,1025,2,0.0155,0.03237259816207184628237259816,0,1,1
2457,3876,1,0,0,0,1,0
936,8146,1,0,0,1,0,0
58,8428,4,0,0,1,3,0
10140,720,8,0,0,8,0,0
1519,169,1,0,0,0,1,0
2311,941,9,0.02679,0.01787084113816787084113816788,3,3,3
1078,355,3,0.00279,0.004183535762483130904183535762,3,0,0
4128,17776,1,0,0,0,1,0
130,7169,2,0.00073,0.0006812243374393430384471817842,2,0,0
2675,48858,2,0,0,0,1,1
458,2251,2,0,0,0,0,2
31,418,5,0.5757,0.7212627797734180712904117160,2,2,1
11085,336,15,0.00114,0.001709401709401709401709401709,15,0,0
430,1387,3,0,0,2,1,0
918,2049,1,0,0,0,1,0
1387,3368,1,0,0,0,0,1
62,58,1,0.0114,0.02631578947368421052631578947,0,0,1
377,1897,3,0,0,1,2,0
1267,2381,4,0,0,1,2,1
1095,1397,2,0,0,0,1,1
520,4286,1,0,0,0,0,1
124,16795,1,0,0,0,0,1
209,23826,1,0.1368,0.08888888888888888888888888889,1,0,0
11,1114,1,0,0,0,1,0
170,697,1,0,0,0,0,1
416,6195,7,0.228,0.09009009009009009009009009009,2,4,1
13716,5225,9,0,0,7,2,0
1038,5,9,0.13,0.1251467926819672520558398620,4,3,2
1627,4673,1,0,0,1,0,0
128,10628,1,0,0,0,1,0
157,1184,5,0.06042,0.05434406471991123543440647199,1,4,0
15,4,4,0,0,2,1,1
14171,895,2,0,0,0,2,0
2439,4772,1,0,0,0,1,0
1025,5679,1,0,0,1,0,0
24,15,7,0.0251,0.04786422578184591914569031274,5,2,0
13499,1506,1,0,0,0,1,0
169,265,10,0.03808,0.07661862990810359231411862991,7,2,1
1390,12,5,0.4264,0.5955434779879425198175056935,2,2,1
18850,1304,1,0,0,1,0,0
2964,355,1,0,0,1,0,0
527,347,1,0,0,1,0,0
9702,355,1,0,0,1,0,0
39,996,2,0.00114,0.001671459075944090448926812254,0,1,1
10540,6994,1,0,0,0,1,0
119,16704,1,0.0228,0.04761904761904761904761904762,1,0,0
1090,404,1,0,0,0,0,1
3205,2293,5,0.00798,0.01196581196581196581196581197,2,2,1
58,3725,3,0.0998,0.1878631764596676877378631764,2,1,0
4297,3336,2,0,0,1,0,1
379,22,2,0.02565,0.05127948820471811275489804078,1,1,0
1071,3008,7,0.02337,0.05226438188494492044063647491,3,0,4
2292,2463,1,0,0,0,0,1
448,2700,1,0,0,0,1,0
4515,8970,1,0,0,1,0,0
1290,1025,1,0,0,1,0,0
3183,19771,1,0,0,0,1,0
6023,2995,1,0,0,1,0,0
2696,16704,5,0.0148,0.03091060985797827903091060986,2,1,2
4770,1322,1,0,0,0,1,0
447,11194,2,0,0,2,0,0
7769,720,3,0.0741,0.06914893617021276595744680851,1,1,1
506,458,7,0.2223,0.4448608993584191677343774231,5,2,0
467,499,3,0,0,2,1,0
306,1044,2,0,0,1,1,0
1408,26789,1,0,0,1,0,0
410,4333,2,0,0,1,1,0
667,1147,1,0,0,1,0,0
899,543,4,0,0,3,0,1
902,1506,1,0,0,1,0,0
1049,13,3,0.0456,0.09116353458616553378648540584,1,1,1
11,5,1,0,0,1,0,0
1627,22619,8,0,0,8,0,0
2414,41,1,0,0,1,0,0
4795,503,1,0,0,1,0,0
3057,172,4,0,0,3,1,0
289,164,4,0.0251,0.05120359037127702978376172991,0,3,1
10603,276,2,0,0,0,2,0
44,610,2,0,0,0,0,2
39805,126,2,0,0,2,0,0
152,1467,1,0,0,1,0,0
678,5648,1,0.0114,0.02279088364654138344662135146,0,1,0
984,1003,3,0.0596,0.05886939571150097465886939571,2,0,1
40,2067,1,0,0,0,1,0
20760,141,2,0.00092,0.0005977907732293697205977907732,2,0,0
18,2727,1,0,0,0,1,0
365,2598,2,0,0,0,2,0
984,1775,1,0.0228,0.02631578947368421052631578947,0,1,0
265,2969,1,0.00285,0.002380952380952380952380952381,1,0,0
932,978,1,0,0,0,1,0
1433,2977,3,0,0,2,0,1
1198,405,4,0,0,4,0,0
5225,2311,5,0,0,3,1,1
1421,667,1,0.0148,0.03416435826408125577100646353,1,0,0
8818,62,1,0.0057,0.004761904761904761904761904762,0,1,0
415,2118,1,0.00171,0.0006756756756756756756756756757,1,0,0
7179,3336,2,0,0,1,0,1
39,512,1,0,0,0,1,0
77,498,1,0,0,0,1,0
4326,6195,2,0,0,2,0,0
720,159,1,0.00114,0.002325581395348837209302325581,1,0,0
223,5107,2,0.00029,0.0006694367497691597414589104340,1,1,0
28643,2282,2,0,0,1,1,0
403,1090,13,0.1482,0.3161393337401881352722069067,7,6,0
111,2293,1,0,0,1,0,0
2783,9007,8,0,0,1,6,1
2805,631,4,0,0,4,0,0
6678,683,4,0,0,4,0,0
157,3368,1,0.057,0.03703703703703703703703703704,1,0,0
968,566,2,0,0,1,1,0
155,2277,9,0,0,5,1,3
2352,610,1,0,0,1,0,0
800,4361,5,0,0,3,0,2
979,7788,3,0,0,1,2,0
789,4128,1,0.0148,0.03019175846593227254181966544,1,0,0
3714,16704,3,0.00422,0.008813700918964076858813700919,2,1,0
252,416,9,0.1878,0.1827412988428294365252810179,1,5,3
5220,1433,1,0,0,0,1,0
6156,2639,1,0,0,1,0,0
450,26258,1,0,0,0,1,0
2598,45321,1,0,0,0,0,1
4554,5,6,0,0,6,0,0
1025,506,11,0.02282,0.03840280894019792575757412711,7,3,1
7,234,2,0.02109,0.04921052631578947368421052632,2,0,0
498,3134,3,0,0,3,0,0
3385,1091,23,0.00741,0.01610275689223057644110275689,23,0,0
2968,244,8,0.02508,0.05507481218039100149413918643,8,0,0
2926,498,1,0,0,0,1,0
862,2921,9,0,0,1,4,4
918,144,5,0,0,3,1,1
2457,7056,5,0,0,3,0,2
221,660,4,0.146,0.3244055113861208044033528798,4,0,0
24032,814,1,0,0,0,1,0
347,162,3,0.0365,0.08538011695906432748538011696,2,0,1
164,839,2,0,0,1,0,1
234,648,1,0,0,0,0,1
6456,47,1,0,0,1,0,0
11008,410,1,0.0342,0.07894736842105263157894736842,1,0,0
8841,7179,1,0,0,1,0,0
524,2832,11,0,0,10,0,1
1049,2867,1,0.00798,0.01627906976744186046511627907,1,0,0
1464,5111,1,0,0,1,0,0
2639,1465,2,0,0,1,1,0
200,798,4,0,0,3,1,0
3327,720,7,0,0,6,1,0
432,383,1,0.0228,0.05194805194805194805194805195,1,0,0
4128,2410,2,0,0,2,0,0
749,36,2,0.0741,0.04814814814814814814814814815,1,1,0
6475,479,1,0,0,0,1,0
235,1090,10,0.0713,0.1447926144787012628241787548,7,3,0
8239,2995,7,0,0,7,0,0
41,33,4,0.0217,0.02329325890940317732932589094,0,4,0
405,150,1,0,0,1,0,0
2457,4769,1,0,0,0,0,1
155,2444,3,0,0,0,1,2
631,5,4,0.0524,0.07141736582387886755363589589,1,0,3
22619,5,1,0,0,1,0,0
2722,1038,4,0,0,4,0,0
610,13,2,0.1938,0.3018650702279530278609256274,2,0,0
1038,12,10,0.1345114,0.09333707666602403444508707667,3,4,3
779,62,6,0,0,4,2,0
4128,10482,2,0,0,2,0,0
46,15,1,0.0342,0.02970297029702970297029702970,1,0,0
10139,2362,46,0,0,41,4,1
410,800,6,0.0627,0.1322055137844611528822055137,3,2,1
3348,2503,2,0,0,1,1,0
1444,41,1,0,0,0,1,0
132,350,1,0,0,0,1,0
4554,1387,4,0,0,4,0,0
132,44394,1,0,0,1,0,0
479,8047,1,0,0,1,0,0
6676,9,3,0,0,2,0,1
718,3892,1,0,0,0,0,1
1390,1532,1,0,0,1,0,0
11675,2381,1,0,0,1,0,0
2294,1085,1,0,0,1,0,0
1268,511,1,0,0,1,0,0
383,720,1,0,0,1,0,0
1210,19,1,0,0,0,0,1
1087,11,2,0,0,2,0,0
504,1005,1,0.00456,0.009302325581395348837209302326,1,0,0
1533,237,1,0,0,0,0,1
16795,244,1,0,0,1,0,0
1123,399,2,0,0,0,1,1
2778,1184,1,0.0564,0.02228544333807491702228544334,1,0,0
2321,601,2,0,0,1,1,0
713,121,3,0.049,0.1023391812865497076023391813,3,0,0
1092,506,1,0.00684,0.01395348837209302325581395349,1,0,0
868,2463,4,0,0,0,2,2
46,1388,4,0.00131,0.002984734563681932102984734564,0,2,2
1518,1267,1,0.00319,0.006377449020391843262694922031,1,0,0
4150,506,2,0,0,2,0,0
2672,8758,3,0,0,1,1,1
290,1147,3,0,0,0,2,1
964,6432,1,0,0,1,0,0
197,4529,3,0,0,2,1,0
1519,762,1,0,0,1,0,0
2330,2292,2,0,0,1,0,1
37965,589,3,0,0,3,0,0
336,3348,2,0,0,2,0,0
3243,14589,3,0,0,1,2,0
3385,3993,1,0,0,1,0,0
7001,503,2,0,0,2,0,0
4507,377,1,0,0,1,0,0
5223,4,1,0,0,1,0,0
234,39,1,0.0399,0.02592592592592592592592592593,1,0,0
441,6418,1,0,0,0,1,0
2741,11127,3,0,0,2,1,0
4814,4789,1,0,0,1,0,0
202,610,9,0.1813,0.3882563660965933171497363327,8,1,0
1268,7110,2,0,0,1,0,1
1112,2288,4,0.00274,0.005722639933166248955722639933,4,0,0
2410,281,1,0.2736,0.5581395348837209302325581395,1,0,0
86,85,3,0,0,1,0,2
1304,543,2,0.0228,0.01904761904761904761904761905,1,1,0
3386,441,1,0,0,1,0,0
3593,5268,1,0,0,1,0,0
368,331,3,0,0,0,3,0
312,3725,3,0.00456,0.009302325581395348837209302326,1,2,0
12,410,8,0.1203,0.1341220152414915513571247694,6,1,1
403,3892,6,0,0,2,4,0
1028,148,9,0,0,9,0,0
265,1091,5,0,0,2,2,1
862,3037,6,0.00456,0.004255319148936170212765957446,1,0,5
1220,31,1,0,0,1,0,0
862,4084,2,0,0,0,2,0
660,3205,1,0,0,0,0,1
86,39,2,0.0467,0.09749515550353110066066988561,1,1,0
1429,7030,1,0,0,1,0,0
467,19934,1,0,0,1,0,0
1020,29,1,0.0741,0.06914893617021276595744680851,0,0,1
3508,9010,2,0,0,1,1,0
12817,11083,7,0,0,7,0,0
683,595,3,0,0,0,2,1
19,458,7,0.2565,0.5818733559207895789052799933,4,2,1
130,6574,6,0.057,0.04950495049504950495049504950,5,1,0
2293,868,12,0,0,4,5,3
2311,11749,1,0,0,1,0,0
18074,3709,1,0.0245,0.01591942820012995451591942820,1,0,0
543,512,5,0.2764,0.2972006890611541774332472007,0,5,0
503,17444,4,0,0,3,1,0
2964,3008,1,0,0,1,0,0
172,370,1,0,0,0,1,0
354,192,3,0.00855,0.0125,3,0,0
3551,14,5,0,0,5,0,0
3336,3327,2,0,0,1,1,0
3725,6992,3,0,0,2,1,0
3368,989,1,0.3192,0.2074074074074074074074074074,1,0,0
82,13,3,0.1311,0.2780093798853569567483064096,0,3,0
1264,2293,8,0,0,0,8,0
408,8970,2,0.0217,0.04338264694122351059576169532,2,0,0
410,443,1,0,0,1,0,0
12388,2944,9,0,0,5,4,0
3037,410,6,0,0,6,0,0
26789,2251,1,0,0,1,0,0
1304,1435,7,0,0,5,1,1
467,306,4,0.00741,0.01547619047619047619047619048,1,3,0
128,26740,1,0,0,0,1,0
2441,605,11,0,0,5,3,3
4718,1025,3,0.0217,0.01812865497076023391812865497,3,0,0
995,1436,1,0,0,1,0,0
202,724,2,0,0,2,0,0
19771,2832,2,0,0,0,0,2
873,2262,2,0,0,2,0,0
607,1025,1,0,0,0,1,0
27531,130,1,0,0,1,0,0
8164,631,1,0,0,1,0,0
2705,2374,1,0,0,1,0,0
2968,1082,1,0,0,1,0,0
599,1526,2,0,0,2,0,0
498,566,5,0.0125,0.02885503231763619575253924284,2,1,2
524,114,13,0.24458,0.2957710456160485413000497578,7,5,1
2463,1507,3,0,0,1,2,0
4467,856,5,0,0,5,0,0
899,553,2,0,0,0,1,1
1416,583,3,0,0,3,0,0
1028,337,1,0,0,1,0,0
985,2577,1,0,0,1,0,0
12109,999,4,0,0,3,1,0
9961,410,3,0.0228,0.03879892037786774628879892038,3,0,0
677,989,2,0.1288,0.1486611265004616805170821791,2,0,0
2288,631,3,0,0,3,0,0
126,825,4,0,0,1,2,1
444,1386,1,0.00285,0.005697720911635345861655337865,1,0,0
19833,3392,1,0,0,1,0,0
83,197,1,0,0,0,1,0
3271,2503,3,0,0,3,0,0
3037,862,12,0,0,7,3,2
13,276,1,0,0,0,1,0
10314,5405,3,0,0,0,3,0
144,33304,1,0.0114,0.009900990099009900990099009901,0,0,1
25029,999,1,0,0,1,0,0
1268,500,2,0,0,2,0,0
979,18545,1,0,0,0,0,1
6676,28956,5,0,0,1,2,2
41,24,4,0.01596,0.03419842589280077442707127675,1,2,1
866,202,1,0.00912,0.01823270691723310675729708117,1,0,0
4769,3592,1,0,0,0,1,0
20,820,9,0,0,3,6,0
14171,82,1,0,0,0,1,0
157,3508,14,0.01824,0.01044509856391044509856391045,10,2,2
969,749,1,0,0,1,0,0
321,23826,1,0.171,0.1111111111111111111111111111,1,0,0
13,294,4,0.6327,0.8352914528005721335580637300,4,0,0
969,3524,3,0,0,1,1,1
1290,417,1,0.00342,0.005128205128205128205128205128,0,0,1
265,4001,1,0,0,1,0,0
1047,1390,2,0,0,2,0,0
6994,8554,1,0,0,0,0,1
5956,2990,1,0,0,1,0,0
12517,2742,1,0,0,1,0,0
458,607,1,0,0,1,0,0
20,7055,1,0.00638,0.005329991645781119465329991646,0,1,0
430,5587,2,0,0,2,0,0
2703,2439,4,0,0,1,3,0
121,2374,6,0.00416,0.009582137161084529505582137161,3,3,0
10690,2293,1,0.0114,0.007407407407407407407407407407,0,1,0
3037,130,13,0,0,9,4,0
290,405,1,0,0,0,1,0
1084,338,1,0.0684,0.07342206955775010734220695578,0,1,0
3327,2424,2,0,0,1,1,0
6711,383,2,0.0576,0.1164549276168765459952289994,0,2,0
6269,653,3,0,0,3,0,0
4718,5,5,0,0,4,1,0
5,162,6,0,0,0,0,6
2662,7443,2,0,0,2,0,0
10744,630,1,0,0,0,1,0
1104,410,7,0,0,4,3,0
2227,16243,6,0,0,5,0,1
127,820,2,0.0057,0.009123055162659123055162659123,1,1,0
1041,964,1,0.1824,0.07207207207207207207207207207,1,0,0
1003,281,7,0.79,0.5411702657316692404411702658,5,2,0
133,404,1,0,0,0,1,0
3,4000,1,0,0,0,0,1
51,41,1,0,0,0,0,1
903,29,1,0,0,1,0,0
6418,7185,3,0,0,1,2,0
2381,2156,1,0,0,0,1,0
976,2995,5,0,0,3,2,0
21615,467,1,0,0,0,0,1
366,1049,5,0.0171,0.03571428571428571428571428571,2,3,0
232,2433,1,0,0,0,1,0
606,368,3,0,0,2,1,0
862,1105,1,0,0,1,0,0
441,26973,1,0,0,0,0,1
420,314,4,0,0,2,2,0
648,16795,2,0,0,1,1,0
2952,503,1,0,0,0,0,1
129,25,4,0.00462,0.005229202037351443123938879456,3,1,0
601,3057,5,0.01991,0.02457789209866772193641999736,3,1,1
52,2,3,0,0,1,2,0
3884,11,1,0,0,1,0,0
12444,3729,1,0,0,1,0,0
566,10492,1,0,0,1,0,0
281,1045,3,0.02643,0.02806426527311185765833022271,3,0,0
3161,738,1,0,0,0,1,0
157,9804,1,0,0,1,0,0
24773,1091,7,0,0,7,0,0
8101,447,14,0,0,12,2,0
1162,1421,3,0.00131,0.002672378620971032231742146063,1,0,2
1085,2441,1,0.00399,0.008139534883720930232558139535,0,1,0
2921,12,15,0.04674,0.04254820218863991662324127149,15,0,0
18216,200,1,0,0,1,0,0
1465,1390,1,0.0148,0.01588664662945470158866466295,1,0,0
2454,29,5,0,0,4,1,0
3911,1082,3,0.0912,0.1904761904761904761904761905,2,0,1
10409,265,9,0,0,9,0,0
918,169,1,0.00342,0.006976744186046511627906976744,1,0,0
6500,355,1,0.0285,0.02659574468085106382978723404,1,0,0
289,603,3,0.06244,0.06848148740645941093869425337,0,3,0
2457,918,1,0,0,1,0,0
603,367,1,0,0,0,0,1
9007,23634,1,0,0,1,0,0
1159,162,8,0.0832,0.08747469606885213312186713918,5,3,0
4053,630,1,0,0,0,1,0
3523,252,1,0,0,0,1,0
157,255,1,0.00114,0.002380952380952380952380952381,0,1,0
266,935,11,0,0,6,4,1
845,2293,6,0,0,0,4,2
7042,415,2,0,0,1,1,0
3891,1073,23,0,0,23,0,0
1091,786,2,0,0,0,2,0
2035,4814,3,0.00433,0.009995383194829178208679593721,3,0,0
798,1269,6,0.00855,0.005555555555555555555555555556,3,2,1
419,1030,1,0,0,0,0,1
31,352,2,0.00547,0.004569757727652464494569757728,2,0,0
379,46,3,0,0,1,2,0
3197,82,1,0.0513,0.05921052631578947368421052632,0,1,0
128,2671,4,0,0,2,1,1
1005,862,8,0.00114,0.001063829787234042553191489362,4,1,3
1433,601,4,0,0,2,2,0
2503,23315,1,0,0,0,0,1
1025,4102,2,0.0057,0.004761904761904761904761904762,1,1,0
1387,9007,1,0,0,1,0,0
1897,5545,1,0,0,0,1,0
34559,12321,1,0,0,0,1,0
4103,862,30,0,0,25,3,2
1049,405,3,0.0764,0.08200944611421210820094461142,1,2,0
533,27,7,0.57,0.4392469392469392469392469392,4,1,2
6504,1091,1,0,0,0,1,0
10484,20,2,0,0,1,1,0
157,862,1,0.0114,0.01315789473684210526315789474,0,1,0
1134,170,1,0,0,1,0,0
1511,10483,1,0,0,1,0,0
2867,1049,5,0,0,4,1,0
1158,14171,2,0,0,2,0,0
2698,2703,1,0,0,0,1,0
350,405,4,0.0428,0.08939014202172096908939014202,3,1,0
6994,4641,2,0.00091,0.002100646352723915050784856879,1,1,0
142,7971,1,0.00205,0.004098360655737704918032786885,0,1,0
7077,1465,1,0,0,1,0,0
49198,2477,1,0,0,1,0,0
2049,3062,1,0.00057,0.001333333333333333333333333333,1,0,0
17,4,1,0,0,1,0,0
1290,1421,1,0,0,0,1,0
170,167,2,0,0,0,1,1
631,583,3,0.6213,0.7247796928990574331922550041,0,2,1
895,244,2,0,0,2,0,0
8963,2477,2,0,0,2,0,0
200,317,5,0,0,2,1,2
4255,12,1,0,0,1,0,0
5,383,1,0,0,0,0,1
618,6676,1,0,0,0,1,0
723,235,1,0,0,1,0,0
724,1268,4,0,0,4,0,0
14,4320,3,0,0,3,0,0
3161,969,1,0.0228,0.03418803418803418803418803419,1,0,0
2566,6808,1,0,0,1,0,0
42,5662,1,0,0,0,1,0
121,2410,5,0.0342,0.03870967741935483870967741935,3,2,0
2457,7179,2,0,0,1,1,0
10155,130,4,0,0,4,0,0
1082,9265,1,0,0,1,0,0
12,1390,5,0,0,1,4,0
826,22,1,0.00798,0.01166666666666666666666666667,1,0,0
273,244,7,0.2394,0.2572207008089452385698605883,3,2,2
6614,1268,1,0,0,1,0,0
9010,404,1,0,0,1,0,0
583,2698,1,0.00798,0.01866666666666666666666666667,0,1,0
3230,718,1,0,0,1,0,0
403,6603,1,0,0,0,0,1
410,27484,2,0,0,1,1,0
458,4541,3,0,0,2,1,0
3176,169,1,0,0,0,1,0
2472,935,1,0,0,1,0,0
3216,6630,2,0,0,1,0,1
715,6541,2,0,0,2,0,0
10957,2424,1,0,0,0,1,0
862,1038,5,0.0373,0.04305170821791320406278855032,0,3,2
585,338,3,0.0798,0.1832034632034632034632034632,2,1,0
8827,2995,8,0,0,6,2,0
130,5543,1,0,0,1,0,0
17444,122,6,0,0,5,1,0
447,5539,1,0,0,0,0,1
331,2323,1,0,0,0,1,0
11856,999,10,0,0,10,0,0
1074,31,5,0,0,5,0,0
3020,3008,1,0,0,1,0,0
31614,306,1,0,0,1,0,0
833,10803,1,0,0,0,1,0
1049,897,2,0,0,1,0,1
419,485,8,0,0,6,1,1
6699,148,2,0,0,2,0,0
1041,162,7,0.3124,0.2916373360371661328286988272,4,2,1
17195,4441,1,0,0,0,1,0
5174,1038,3,0,0,3,0,0
6266,12,1,0,0,1,0,0
749,506,15,0.18696,0.3175624880264323440748832266,12,3,0
15,12,4,0.277,0.4657433056325023084025854109,3,1,0
17425,3368,1,0.0365,0.04212834718374884579870729455,1,0,0
82,312,1,0,0,0,1,0
23,409,1,0,0,1,0,0
7695,11609,3,0,0,2,1,0
941,4531,2,0,0,0,1,1
4603,6361,1,0,0,1,0,0
861,1084,1,0,0,1,0,0
9074,420,36,0,0,31,4,1
3592,10625,2,0,0,0,2,0
710,144,2,0,0,2,0,0
1104,22048,1,0,0,1,0,0
984,7,1,0,0,0,1,0
235,3315,1,0,0,1,0,0
46,1047,3,0.00001,0.00002088554720133667502088554720,2,1,0
1897,2311,3,0,0,3,0,0
170,496,1,0,0,1,0,0
44286,20,1,0,0,1,0,0
1269,499,5,0,0,3,2,0
197,5544,4,0,0,1,2,1
2700,5268,1,0.00228,0.005333333333333333333333333333,0,1,0
798,2457,1,0,0,0,1,0
2700,121,12,0.9804,1.115747289014615747289014616,6,6,0
21957,169,3,0,0,2,1,0
1429,800,22,0.0684,0.07894736842105263157894736842,14,6,2
4747,3336,1,0,0,1,0,0
3392,8028,3,0,0,3,0,0
800,458,8,0.2531,0.5570383239527332196262176291,2,5,1
1184,2727,1,0,0,0,1,0
129,605,1,0,0,1,0,0
1035,200,1,0,0,0,0,1
670,6380,1,0,0,0,1,0
47,171,1,0,0,0,0,1
1245,1158,1,0,0,0,1,0
2990,7179,1,0,0,0,1,0
5111,24575,1,0,0,0,1,0
3349,979,2,0,0,1,1,0
141,7074,1,0.00228,0.005194805194805194805194805195,1,0,0
141,868,2,0.00741,0.01111111111111111111111111111,2,0,0
1429,2655,3,0.0228,0.02447402318591670244740231859,2,0,1
3521,862,1,0,0,1,0,0
52,3229,2,0.00428,0.009879963065558633425669436750,0,1,1
1306,683,1,0.00068,0.0009941520467836257309941520468,1,0,0
41,82,2,0.0171,0.03947368421052631578947368421,1,0,1
4057,932,2,0.00798,0.01627906976744186046511627907,0,0,2
468,200,6,0.00798,0.01196581196581196581196581197,4,2,0
7975,62,8,0.00319,0.007363804247460757156048014774,6,1,1
2580,855,2,0,0,1,1,0
30200,417,3,0,0,3,0,0
167,2700,1,0,0,0,1,0
366,3793,1,0,0,1,0,0
430,336,2,0.0513,0.03333333333333333333333333333,0,1,1
3900,170,2,0.00257,0.002842263694666519898827388143,2,0,0
6692,410,5,0.0285,0.02475247524752475247524752475,5,0,0
2067,347,3,0,0,2,0,1
10484,37951,1,0,0,1,0,0
2977,1433,3,0,0,2,1,0
4750,720,13,0.0137,0.02861319966583124477861319967,12,0,1
543,1071,3,0.0735,0.1696675900277008310249307479,1,2,0
19771,6890,3,0,0,0,3,0
62,2410,2,0.0513,0.1046511627906976744186046512,2,0,0
10690,23611,2,0,0,2,0,0
141,46,6,0.122,0.1636195752539242843951985226,1,3,2
60,2036,2,0,0,2,0,0
337,931,4,0,0,2,1,1
8024,3348,1,0,0,1,0,0
332,430,4,0.0137,0.005413308044886992255413308045,4,0,0
3336,4750,2,0,0,2,0,0
2457,1085,6,0,0,2,2,2
1041,355,1,0.00855,0.02,0,1,0
3484,1073,1,0,0,1,0,0
366,1084,1,0,0,1,0,0
4482,18477,1,0,0,1,0,0
252,2239,3,0.00912,0.005925925925925925925925925926,0,1,2
