source,target,weight
1032,11,1
543,405,1
1003,703,1
2420,379,1
969,1110,1
11411,1010,1
1003,2381,1
543,988,1
16,379,1
162,762,1
512,29,2
58,29,1
29,504,1
3884,989,1
19309,1237,1
989,31,1
1110,162,1
801,281,1
677,931,1
1132,512,1
180,991,1
281,12321,1
677,543,1
631,499,2
1003,15,1
1123,1003,1
379,873,1
1010,18544,1
383,631,1
512,31,1
148,18916,1
1003,677,1
31,124,1
29831,1237,1
475,11,1
1003,2727,1
1010,370,1
29095,1237,1
11,1050,1
180,1032,1
543,1088,1
3684,1010,1
2553,1010,1
2553,543,1
1304,543,1
368,29,1
29,988,1
9598,281,1
29095,931,1
1110,631,1
1010,988,1
543,677,1
31,1421,1
703,762,1
1084,379,1
985,1085,1
379,703,1
1237,790,1
82,31,1
23826,1237,1
984,931,1
543,703,1
1003,1050,1
180,972,1
379,2844,1
131,1010,1
543,1557,1
1110,3054,1
985,2964,1
985,405,1
762,826,1
631,36,1
826,1010,1
790,1237,1
18,180,1
614,281,1
801,1010,1
281,660,1
150,603,1
419,1003,1
3008,989,1
762,16,1
1039,603,1
995,631,1
1237,1028,1
989,2805,1
984,873,1
1010,703,1
4795,1110,1
873,7047,1
6195,631,1
1003,1110,1
379,46,1
337,989,1
180,610,1
641,379,1
1110,512,1
379,1010,1
