source,target,num_players,total_amount,total_normalized_amount,num_young_players,num_middle_aged_players,num_old_players,total_amount_for_young_players,total_amount_for_middle_aged_players,total_amount_for_old_players,total_normalized_amount_for_young_players,total_normalized_amount_for_middle_aged_players,total_normalized_amount_for_old_players
3508,750,1,0,0,0,1,0,0,0,0,0,0,0
4294,8438,1,0,0,1,0,0,0,0,0,0,0,0
984,338,1,0,0,0,1,0,0,0,0,0,0,0
2439,2374,5,0.0057,0.013157895,1,3,1,0,0.0057,0,0,0.013157895,0
2441,13,1,0,0,0,1,0,0,0,0,0,0,0
566,403,2,0.00285,0.006578947,2,0,0,0.00285,0,0,0.006578947,0,0
708,543,1,0,0,1,0,0,0,0,0,0,0,0
9465,11126,1,0,0,0,0,1,0,0,0,0,0,0
60,371,1,0,0,0,1,0,0,0,0,0,0,0
155,935,2,0.00285,0.006578947,1,1,0,0,0.00285,0,0,0.006578947,0
415,3898,2,0,0,2,0,0,0,0,0,0,0,0
1049,114,4,0.10032,0.163464613,2,1,1,0.04902,0.0228,0.0285,0.104584305,0.047619048,0.011261261
1533,31,1,0,0,1,0,0,0,0,0,0,0,0
88,7185,1,0,0,1,0,0,0,0,0,0,0,0
13,209,3,0.0342,0.013513514,2,1,0,0.0342,0,0,0.013513514,0,0
16704,232,3,0.0855,0.178571429,1,1,1,0,0.0855,0,0,0.178571429,0
3508,2282,9,0.02453,0.044521362,5,2,2,0,0.02225,0.00228,0,0.04207396,0.002447402
252,5621,3,0,0,3,0,0,0,0,0,0,0,0
2454,180,2,0,0,1,1,0,0,0,0,0,0,0
8838,2477,2,0,0,1,1,0,0,0,0,0,0,0
47,128,3,0,0,0,2,1,0,0,0,0,0,0
2698,3592,1,0,0,0,1,0,0,0,0,0,0,0
4750,10949,2,0,0,2,0,0,0,0,0,0,0,0
221,1082,1,0.1596,0.063063063,1,0,0,0.1596,0,0,0.063063063,0,0
552,485,1,0,0,0,1,0,0,0,0,0,0,0
71,589,2,0,0,1,1,0,0,0,0,0,0,0
252,1210,5,0,0,4,1,0,0,0,0,0,0,0
715,602,2,0,0,0,2,0,0,0,0,0,0,0
44,39,2,0.016,0.027630619,0,2,0,0,0.016,0,0,0.027630619,0
12,4172,9,0,0,8,1,0,0,0,0,0,0,0
8305,524,1,0,0,1,0,0,0,0,0,0,0,0
776,2425,1,0,0,1,0,0,0,0,0,0,0,0
2619,897,1,0.0342,0.078947368,1,0,0,0.0342,0,0,0.078947368,0,0
11194,6804,1,0,0,1,0,0,0,0,0,0,0,0
6984,366,1,0,0,0,1,0,0,0,0,0,0,0
631,1045,2,0,0,2,0,0,0,0,0,0,0,0
1415,800,3,0,0,2,1,0,0,0,0,0,0,0
2598,135,2,0,0,1,1,0,0,0,0,0,0,0
5571,605,1,0,0,1,0,0,0,0,0,0,0,0
42,1101,1,0.00228,0.004761905,0,1,0,0,0.00228,0,0,0.004761905,0
1073,404,1,0,0,1,0,0,0,0,0,0,0,0
1075,2531,1,0,0,1,0,0,0,0,0,0,0,0
9627,2441,1,0,0,1,0,0,0,0,0,0,0,0
599,10481,1,0,0,0,1,0,0,0,0,0,0,0
1627,23653,1,0,0,1,0,0,0,0,0,0,0,0
12,595,1,0,0,1,0,0,0,0,0,0,0,0
273,16795,4,0.06042,0.062487861,4,0,0,0.06042,0,0,0.062487861,0,0
5956,918,1,0,0,0,1,0,0,0,0,0,0,0
3,221,1,0,0,0,1,0,0,0,0,0,0,0
618,750,5,0.01368,0.028518972,3,1,1,0.01368,0,0,0.028518972,0,0
7918,499,1,0,0,1,0,0,0,0,0,0,0,0
204,566,9,0.00376,0.008679594,2,4,3,0.00251,0.00125,0,0.00579409,0.002885503,0
605,6878,1,0,0,0,0,1,0,0,0,0,0,0
15,4529,1,0,0,1,0,0,0,0,0,0,0,0
2455,931,4,0,0,4,0,0,0,0,0,0,0,0
244,44,3,0.0399,0.037577051,1,0,2,0.0285,0,0.0114,0.011261261,0,0.026315789
419,11215,1,0,0,1,0,0,0,0,0,0,0,0
8889,2457,1,0,0,1,0,0,0,0,0,0,0,0
9980,653,1,0,0,0,1,0,0,0,0,0,0,0
1020,46,1,0.1596,0.325581395,1,0,0,0.1596,0,0,0.325581395,0,0
3392,265,3,0,0,2,1,0,0,0,0,0,0,0
465,642,1,0,0,0,1,0,0,0,0,0,0,0
6993,30698,1,0,0,1,0,0,0,0,0,0,0,0
553,3391,2,0.00513,0.004787234,1,1,0,0.00285,0.00228,0,0.002659574,0.00212766,0
2984,6678,2,0,0,0,1,1,0,0,0,0,0,0
697,6474,1,0,0,1,0,0,0,0,0,0,0,0
5544,18957,1,0,0,0,0,1,0,0,0,0,0,0
142,512,2,0.0228,0.034188034,0,2,0,0,0.0228,0,0,0.034188034,0
506,1104,6,0,0,6,0,0,0,0,0,0,0,0
1039,466,1,0,0,1,0,0,0,0,0,0,0,0
169,3899,3,0,0,0,0,3,0,0,0,0,0,0
144,2832,1,0.00057,0.00047619,1,0,0,0.00057,0,0,0.00047619,0,0
16704,1004,4,0,0,2,2,0,0,0,0,0,0,0
12,1385,3,0,0,3,0,0,0,0,0,0,0,0
1025,1408,4,0,0,3,1,0,0,0,0,0,0,0
130,380,8,0,0,5,2,1,0,0,0,0,0,0
19,6574,3,0,0,3,0,0,0,0,0,0,0,0
1214,2079,1,0,0,0,0,1,0,0,0,0,0,0
2441,24,1,0,0,0,0,1,0,0,0,0,0,0
11688,3216,1,0.00086,0.001796157,1,0,0,0.00086,0,0,0.001796157,0,0
10233,6418,1,0,0,0,0,1,0,0,0,0,0,0
159,2672,1,0,0,1,0,0,0,0,0,0,0,0
349,148,1,0,0,1,0,0,0,0,0,0,0,0
786,169,1,0,0,0,1,0,0,0,0,0,0,0
121,14589,2,0,0,0,2,0,0,0,0,0,0,0
8445,2457,1,0,0,1,0,0,0,0,0,0,0,0
22045,862,6,0,0,4,2,0,0,0,0,0,0,0
8835,9007,1,0,0,0,1,0,0,0,0,0,0,0
7088,19771,2,0,0,0,2,0,0,0,0,0,0,0
20,2319,3,0,0,3,0,0,0,0,0,0,0,0
12005,377,1,0,0,1,0,0,0,0,0,0,0,0
1020,7009,1,0,0,1,0,0,0,0,0,0,0,0
2432,2995,1,0,0,1,0,0,0,0,0,0,0,0
1090,762,1,0,0,0,1,0,0,0,0,0,0,0
5,24898,4,0,0,4,0,0,0,0,0,0,0,0
14,1090,1,0.0171,0.034186325,0,1,0,0,0.0171,0,0,0.034186325,0
1060,873,3,0.00114,0.002597403,2,1,0,0,0.00114,0,0,0.002597403,0
940,416,1,0,0,1,0,0,0,0,0,0,0,0
1411,10107,1,0,0,0,1,0,0,0,0,0,0,0
31,150,1,0.0684,0.157894737,1,0,0,0.0684,0,0,0.157894737,0,0
1775,1050,1,0,0,1,0,0,0,0,0,0,0,0
979,1084,1,0,0,0,0,1,0,0,0,0,0,0
3330,982,1,0,0,0,1,0,0,0,0,0,0,0
4159,6195,3,0.00171,0.001973684,3,0,0,0.00171,0,0,0.001973684,0,0
162,964,2,0,0,0,2,0,0,0,0,0,0,0
2457,10330,7,0,0,6,1,0,0,0,0,0,0,0
3391,2672,1,0,0,1,0,0,0,0,0,0,0,0
3592,10468,1,0,0,0,1,0,0,0,0,0,0,0
354,77,2,0,0,0,1,1,0,0,0,0,0,0
449,1507,1,0,0,1,0,0,0,0,0,0,0,0
349,170,1,0.00627,0.004074074,0,1,0,0,0.00627,0,0,0.004074074,0
994,18,1,0,0,1,0,0,0,0,0,0,0,0
4482,16239,1,0,0,1,0,0,0,0,0,0,0,0
2760,631,1,0,0,1,0,0,0,0,0,0,0,0
415,826,2,0.0228,0.052631579,1,1,0,0.0228,0,0,0.052631579,0,0
1386,3909,1,0,0,0,1,0,0,0,0,0,0,0
506,244,4,0.0114,0.013157895,1,2,1,0,0.0114,0,0,0.013157895,0
27,40,1,0.0114,0.012237012,1,0,0,0.0114,0,0,0.012237012,0,0
873,603,3,0.0122,0.013095749,1,1,1,0.0122,0,0,0.013095749,0,0
40,12,1,0,0,1,0,0,0,0,0,0,0,0
2722,2239,3,0.0114,0.007407407,1,1,1,0,0.0114,0,0,0.007407407,0
2292,2293,5,0,0,0,5,0,0,0,0,0,0,0
862,4255,3,0,0,3,0,0,0,0,0,0,0,0
338,2282,1,0,0,0,1,0,0,0,0,0,0,0
18987,12861,1,0,0,1,0,0,0,0,0,0,0,0
79,1290,1,0,0,0,0,1,0,0,0,0,0,0
29,368,1,0,0,1,0,0,0,0,0,0,0,0
681,720,2,0.0274,0.052250191,1,1,0,0,0.0274,0,0,0.052250191,0
506,8023,1,0,0,0,1,0,0,0,0,0,0,0
11127,964,3,0,0,2,1,0,0,0,0,0,0,0
2715,475,1,0,0,0,1,0,0,0,0,0,0,0
6676,3396,3,0,0,2,1,0,0,0,0,0,0,0
366,3302,1,0,0,1,0,0,0,0,0,0,0,0
1084,648,1,0,0,1,0,0,0,0,0,0,0,0
1244,2156,1,0,0,1,0,0,0,0,0,0,0,0
162,1003,2,0.1596,0.103703704,1,1,0,0,0.1596,0,0,0.103703704,0
1090,724,6,0,0,4,0,2,0,0,0,0,0,0
1627,10670,3,0,0,3,0,0,0,0,0,0,0,0
1043,8835,1,0,0,1,0,0,0,0,0,0,0,0
105,293,1,0,0,0,1,0,0,0,0,0,0,0
21957,1465,1,0.00148,0.001285392,0,1,0,0,0.00148,0,0,0.001285392,0
2697,11,1,0.0456,0.038095238,1,0,0,0.0456,0,0,0.038095238,0,0
2861,398,2,0.1083,0.062870013,2,0,0,0.1083,0,0,0.062870013,0,0
3551,102,1,0,0,1,0,0,0,0,0,0,0,0
4128,19401,1,0,0,0,1,0,0,0,0,0,0,0
2227,10468,3,0,0,1,2,0,0,0,0,0,0,0
475,2977,1,0,0,0,1,0,0,0,0,0,0,0
4652,1506,1,0,0,0,1,0,0,0,0,0,0,0
4603,1108,1,0,0,0,1,0,0,0,0,0,0,0
479,2573,1,0,0,0,1,0,0,0,0,0,0,0
3302,171,2,0,0,1,0,1,0,0,0,0,0,0
14600,223,1,0,0,1,0,0,0,0,0,0,0,0
506,8970,1,0,0,1,0,0,0,0,0,0,0,0
3274,2639,1,0,0,1,0,0,0,0,0,0,0,0
2288,1003,2,0,0,0,2,0,0,0,0,0,0,0
379,22,3,0.02565,0.051279488,2,1,0,0.0171,0.00855,0,0.034186325,0.017093163,0
1071,1088,1,0,0,1,0,0,0,0,0,0,0,0
2553,29,2,0.00285,0.005952381,2,0,0,0.00285,0,0,0.005952381,0,0
294,537,3,0,0,3,0,0,0,0,0,0,0,0
289,1038,1,0,0,0,1,0,0,0,0,0,0,0
1465,7790,2,0,0,2,0,0,0,0,0,0,0,0
984,2413,2,0,0,2,0,0,0,0,0,0,0,0
11,11215,1,0,0,1,0,0,0,0,0,0,0,0
47,3060,4,0,0,1,2,1,0,0,0,0,0,0
609,336,3,0.00969,0.020253478,1,2,0,0.00285,0.00684,0,0.006578947,0.01367453,0
1387,10155,3,0,0,2,1,0,0,0,0,0,0,0
4171,5,2,0,0,2,0,0,0,0,0,0,0,0
985,2262,4,0,0,4,0,0,0,0,0,0,0,0
155,5107,1,0,0,0,1,0,0,0,0,0,0,0
150,289,1,0,0,1,0,0,0,0,0,0,0,0
29,1123,4,0.15844,0.209713386,3,1,0,0.03304,0.1254,0,0.064976544,0.144736842,0
2984,3060,2,0,0,2,0,0,0,0,0,0,0,0
20077,420,1,0,0,1,0,0,0,0,0,0,0,0
13243,1084,1,0,0,1,0,0,0,0,0,0,0,0
11,903,1,0,0,1,0,0,0,0,0,0,0,0
2433,410,1,0,0,1,0,0,0,0,0,0,0,0
2331,6195,9,0,0,8,0,1,0,0,0,0,0,0
8827,2995,8,0,0,6,2,0,0,0,0,0,0,0
2,57,1,0,0,1,0,0,0,0,0,0,0,0
3719,964,4,0,0,2,1,1,0,0,0,0,0,0
833,3837,1,0,0,0,1,0,0,0,0,0,0,0
660,3182,1,0,0,0,0,1,0,0,0,0,0,0
428,62,1,0,0,0,1,0,0,0,0,0,0,0
467,447,1,0,0,0,1,0,0,0,0,0,0,0
337,1403,1,0,0,1,0,0,0,0,0,0,0,0
11337,506,1,0,0,1,0,0,0,0,0,0,0,0
1455,1228,2,0,0,1,1,0,0,0,0,0,0,0
4542,630,2,0,0,1,1,0,0,0,0,0,0,0
1050,3368,4,0,0,3,0,1,0,0,0,0,0,0
2703,3690,2,0,0,0,2,0,0,0,0,0,0,0
467,11368,1,0,0,1,0,0,0,0,0,0,0,0
1123,2814,2,0,0,0,1,1,0,0,0,0,0,0
6894,2292,1,0,0,0,1,0,0,0,0,0,0,0
9353,566,1,0,0,1,0,0,0,0,0,0,0,0
380,800,4,0,0,4,0,0,0,0,0,0,0,0
11502,1267,1,0,0,1,0,0,0,0,0,0,0,0
8024,978,1,0,0,1,0,0,0,0,0,0,0,0
2521,2424,2,0,0,1,1,0,0,0,0,0,0,0
2330,2292,2,0,0,1,0,1,0,0,0,0,0,0
714,2448,3,0,0,1,2,0,0,0,0,0,0,0
1038,22338,2,0,0,2,0,0,0,0,0,0,0,0
2742,3532,1,0,0,0,0,1,0,0,0,0,0,0
1091,290,1,0,0,0,1,0,0,0,0,0,0,0
1073,14758,1,0,0,0,1,0,0,0,0,0,0,0
1162,1114,1,0.0855,0.178571429,1,0,0,0.0855,0,0,0.178571429,0,0
1436,1075,8,0.01995,0.041666667,6,2,0,0.00855,0.0114,0,0.017857143,0.023809524,0
723,499,1,0,0,1,0,0,0,0,0,0,0,0
2319,825,1,0.00171,0.003488372,1,0,0,0.00171,0,0,0.003488372,0,0
128,2156,3,0,0,1,2,0,0,0,0,0,0,0
62,1562,2,0,0,0,2,0,0,0,0,0,0,0
6414,12131,1,0,0,1,0,0,0,0,0,0,0,0
1230,383,1,0,0,1,0,0,0,0,0,0,0,0
630,337,2,0.0171,0.039473684,0,2,0,0,0.0171,0,0,0.039473684,0
3277,252,1,0.0319,0.066624896,1,0,0,0.0319,0,0,0.066624896,0,0
3057,290,5,0.0171,0.006756757,4,1,0,0.0114,0.0057,0,0.004504505,0.002252252,0
18945,4603,1,0,0,1,0,0,0,0,0,0,0,0
750,30200,1,0,0,1,0,0,0,0,0,0,0,0
1753,2995,2,0,0,2,0,0,0,0,0,0,0,0
625,553,1,0,0,0,1,0,0,0,0,0,0,0
46649,354,3,0,0,3,0,0,0,0,0,0,0,0
41,39,4,0.00057,0.000833333,2,1,1,0,0.00057,0,0,0.000833333,0
5107,11148,1,0,0,1,0,0,0,0,0,0,0,0
3348,3336,1,0,0,0,0,1,0,0,0,0,0,0
162,618,6,0.09918,0.207344315,3,3,0,0.0513,0.04788,0,0.110902256,0.096442059,0
2457,294,11,0.0171,0.028574963,7,3,1,0.0171,0,0,0.028574963,0,0
663,338,2,0.00741,0.017333333,2,0,0,0.00741,0,0,0.017333333,0,0
1091,119,1,0,0,1,0,0,0,0,0,0,0,0
619,244,1,0.0114,0.025974026,1,0,0,0.0114,0,0,0.025974026,0,0
1084,2990,2,0,0,0,1,1,0,0,0,0,0,0
404,383,3,0,0,3,0,0,0,0,0,0,0,0
4644,152,1,0,0,0,1,0,0,0,0,0,0,0
6630,2995,1,0,0,0,1,0,0,0,0,0,0,0
19771,2330,1,0,0,1,0,0,0,0,0,0,0,0
2441,1091,3,0,0,0,1,2,0,0,0,0,0,0
714,367,6,0,0,4,1,1,0,0,0,0,0,0
6678,18224,2,0,0,1,0,1,0,0,0,0,0,0
6808,6087,1,0,0,1,0,0,0,0,0,0,0,0
130,9439,3,0,0,2,1,0,0,0,0,0,0,0
2990,8432,3,0,0,3,0,0,0,0,0,0,0,0
5225,932,1,0.0228,0.052631579,1,0,0,0.0228,0,0,0.052631579,0,0
3719,932,1,0,0,0,1,0,0,0,0,0,0,0
23826,2444,1,0,0,0,0,1,0,0,0,0,0,0
4531,62,1,0,0,1,0,0,0,0,0,0,0,0
11,42,2,0.01596,0.016931217,1,1,0,0.0114,0.00456,0,0.007407407,0.00952381,0
12853,2477,1,0,0,1,0,0,0,0,0,0,0,0
234,124,2,0.1226,0.211815524,1,1,0,0.0399,0.0827,0,0.090909091,0.120906433,0
4128,3062,1,0,0,1,0,0,0,0,0,0,0,0
1100,157,1,0,0,0,1,0,0,0,0,0,0,0
1119,1132,1,0.00798,0.009032258,1,0,0,0.00798,0,0,0.009032258,0,0
7185,765,1,0,0,0,1,0,0,0,0,0,0,0
6993,4482,1,0,0,0,1,0,0,0,0,0,0,0
978,232,3,0.0912,0.19047619,2,1,0,0.0912,0,0,0.19047619,0,0
419,94,2,0.00684,0.005940594,2,0,0,0.00684,0,0,0.005940594,0,0
347,1081,4,0,0,2,1,1,0,0,0,0,0,0
2861,3840,1,0,0,0,1,0,0,0,0,0,0,0
367,1071,3,0.04332,0.040425532,1,2,0,0.0342,0.00912,0,0.031914894,0.008510638,0
653,4603,3,0.00456,0.004255319,0,3,0,0,0.00456,0,0,0.004255319,0
683,3008,1,0.0114,0.00952381,0,1,0,0,0.0114,0,0,0.00952381,0
18075,1386,1,0,0,1,0,0,0,0,0,0,0,0
41,368,1,0,0,0,1,0,0,0,0,0,0,0
234,15,1,0.00029,0.000669437,1,0,0,0.00029,0,0,0.000669437,0,0
3345,3349,4,0.00086,0.000558804,1,0,3,0.00086,0,0,0.000558804,0,0
1038,11337,4,0,0,4,0,0,0,0,0,0,0,0
862,448,1,0,0,1,0,0,0,0,0,0,0,0
36,415,1,0,0,1,0,0,0,0,0,0,0,0
931,2448,1,0.00342,0.002857143,0,0,1,0,0,0.00342,0,0,0.002857143
8715,2425,1,0,0,0,1,0,0,0,0,0,0,0
235,384,1,0,0,0,1,0,0,0,0,0,0,0
265,537,2,0.01372,0.026640319,0,2,0,0,0.01372,0,0,0.026640319,0
472,583,1,0,0,1,0,0,0,0,0,0,0,0
37029,3729,1,0,0,0,0,1,0,0,0,0,0,0
148,12,4,0.05448,0.034424174,2,1,1,0.00428,0.0137,0.0365,0.008556577,0.01144528,0.014422317
2311,13718,2,0,0,0,1,1,0,0,0,0,0,0
4297,10140,1,0,0,0,1,0,0,0,0,0,0,0
3691,20760,1,0,0,0,1,0,0,0,0,0,0,0
614,2457,2,0,0,2,0,0,0,0,0,0,0,0
1301,26713,1,0,0,0,0,1,0,0,0,0,0,0
6992,113,1,0,0,0,1,0,0,0,0,0,0,0
36,19789,2,0,0,2,0,0,0,0,0,0,0,0
114,3709,2,0,0,2,0,0,0,0,0,0,0,0
16779,5546,1,0,0,0,1,0,0,0,0,0,0,0
14171,995,1,0.00912,0.010526316,1,0,0,0.00912,0,0,0.010526316,0,0
1390,399,1,0,0,1,0,0,0,0,0,0,0,0
377,6380,8,0,0,6,2,0,0,0,0,0,0,0
4128,121,4,0.00798,0.016666667,2,0,2,0.00798,0,0,0.016666667,0,0
11273,14171,3,0,0,3,0,0,0,0,0,0,0,0
36,26091,1,0.0456,0.095238095,0,1,0,0,0.0456,0,0,0.095238095,0
301,610,2,0.0342,0.068372651,0,2,0,0,0.0342,0,0,0.068372651,0
6249,6992,4,0,0,4,0,0,0,0,0,0,0,0
265,5220,2,0,0,1,1,0,0,0,0,0,0,0
31,897,2,0.0285,0.056977209,2,0,0,0.0285,0,0,0.056977209,0,0
155,8346,2,0,0,1,1,0,0,0,0,0,0,0
13473,924,1,0,0,1,0,0,0,0,0,0,0,0
27241,3592,1,0,0,1,0,0,0,0,0,0,0,0
1267,868,4,0,0,1,3,0,0,0,0,0,0,0
566,157,6,0,0,4,2,0,0,0,0,0,0,0
819,982,1,0,0,0,1,0,0,0,0,0,0,0
3899,1267,1,0,0,0,0,1,0,0,0,0,0,0
1085,14084,1,0,0,0,1,0,0,0,0,0,0,0
419,1025,1,0,0,1,0,0,0,0,0,0,0,0
2639,208,1,0,0,1,0,0,0,0,0,0,0,0
4330,1387,1,0,0,1,0,0,0,0,0,0,0,0
28095,10688,2,0,0,0,2,0,0,0,0,0,0,0
1042,11,1,0,0,1,0,0,0,0,0,0,0,0
1085,29294,1,0,0,0,0,1,0,0,0,0,0,0
209,605,2,0,0,0,1,1,0,0,0,0,0,0
3729,34230,1,0,0,0,0,1,0,0,0,0,0,0
417,347,2,0,0,1,1,0,0,0,0,0,0,0
273,1082,3,0,0,1,2,0,0,0,0,0,0,0
3524,1420,3,0.0182,0.015204678,1,2,0,0.0182,0,0,0.015204678,0,0
50,60,1,0,0,1,0,0,0,0,0,0,0,0
260,409,2,0.0228,0.026315789,2,0,0,0.0228,0,0,0.026315789,0,0
22010,11126,1,0,0,0,1,0,0,0,0,0,0,0
585,162,3,0.1317,0.145709318,2,1,0,0.1032,0.0285,0,0.119113573,0.026595745,0
814,8146,2,0,0,2,0,0,0,0,0,0,0,0
10857,169,1,0,0,1,0,0,0,0,0,0,0,0
3793,2362,1,0,0,1,0,0,0,0,0,0,0,0
122,416,1,0,0,1,0,0,0,0,0,0,0,0
7769,506,1,0,0,0,1,0,0,0,0,0,0,0
290,415,2,0,0,2,0,0,0,0,0,0,0,0
16795,630,5,0.00057,0.001190476,3,1,1,0.00057,0,0,0.001190476,0,0
4531,814,3,0,0,1,2,0,0,0,0,0,0,0
418,244,3,0.02451,0.024510078,2,0,1,0.00741,0,0.0171,0.008552632,0,0.015957447
2424,7211,2,0,0,2,0,0,0,0,0,0,0,0
964,12059,1,0,0,1,0,0,0,0,0,0,0,0
265,2969,1,0.00285,0.002380952,1,0,0,0.00285,0,0,0.002380952,0,0
29,1027,3,0,0,3,0,0,0,0,0,0,0,0
826,601,2,0,0,1,1,0,0,0,0,0,0,0
3948,28643,1,0,0,1,0,0,0,0,0,0,0,0
631,472,1,0,0,0,0,1,0,0,0,0,0,0
306,7411,1,0,0,1,0,0,0,0,0,0,0,0
979,10789,1,0,0,1,0,0,0,0,0,0,0,0
9007,6249,2,0,0,2,0,0,0,0,0,0,0,0
2984,7060,2,0,0,2,0,0,0,0,0,0,0,0
2963,2288,1,0,0,1,0,0,0,0,0,0,0,0
237,10871,1,0,0,1,0,0,0,0,0,0,0,0
1897,197,4,0.00342,0.003947368,3,1,0,0.00342,0,0,0.003947368,0,0
430,408,3,0.0114,0.010638298,2,1,0,0.0114,0,0,0.010638298,0,0
566,162,1,0.0262,0.054720134,1,0,0,0.0262,0,0,0.054720134,0,0
17,20,1,0,0,1,0,0,0,0,0,0,0,0
750,180,1,0,0,1,0,0,0,0,0,0,0,0
1245,1244,1,0,0,0,1,0,0,0,0,0,0,0
6023,2425,1,0,0,1,0,0,0,0,0,0,0,0
167,989,1,0,0,0,1,0,0,0,0,0,0,0
1050,294,1,0,0,0,0,1,0,0,0,0,0,0
368,31,3,0.2964,0.299474129,2,1,0,0.2964,0,0,0.299474129,0,0
8910,2995,2,0,0,2,0,0,0,0,0,0,0,0
27525,4102,1,0,0,1,0,0,0,0,0,0,0,0
367,11,1,0,0,1,0,0,0,0,0,0,0,0
25243,2503,1,0,0,1,0,0,0,0,0,0,0,0
16795,1010,14,0.171,0.142857143,7,6,1,0.171,0,0,0.142857143,0,0
2990,720,16,0.00456,0.006837607,9,5,2,0.00456,0,0,0.006837607,0,0
2862,1227,1,0,0,1,0,0,0,0,0,0,0,0
162,22219,1,0,0,0,1,0,0,0,0,0,0,0
4814,8827,1,0,0,0,1,0,0,0,0,0,0,0
47,840,1,0,0,0,1,0,0,0,0,0,0,0
12266,314,2,0,0,2,0,0,0,0,0,0,0,0
1390,4331,1,0,0,1,0,0,0,0,0,0,0,0
4171,4102,1,0,0,1,0,0,0,0,0,0,0,0
1785,1085,1,0,0,0,1,0,0,0,0,0,0,0
377,18857,1,0,0,1,0,0,0,0,0,0,0,0
468,899,1,0,0,1,0,0,0,0,0,0,0,0
618,8024,1,0,0,1,0,0,0,0,0,0,0,0
3336,7323,1,0,0,1,0,0,0,0,0,0,0,0
13,1087,3,0,0,2,1,0,0,0,0,0,0,0
1464,41,1,0,0,1,0,0,0,0,0,0,0,0
2740,3834,1,0,0,0,0,1,0,0,0,0,0,0
6082,3719,4,0.00285,0.006578947,4,0,0,0.00285,0,0,0.006578947,0,0
10640,4128,1,0,0,1,0,0,0,0,0,0,0,0
338,126,1,0,0,0,0,1,0,0,0,0,0,0
1506,8707,1,0,0,1,0,0,0,0,0,0,0,0
683,2079,4,0,0,2,2,0,0,0,0,0,0,0
6087,6808,1,0,0,0,0,1,0,0,0,0,0,0
1085,2422,1,0,0,0,0,1,0,0,0,0,0,0
472,3709,2,0,0,0,1,1,0,0,0,0,0,0
10331,1085,3,0,0,2,0,1,0,0,0,0,0,0
2977,968,2,0,0,2,0,0,0,0,0,0,0,0
367,7971,3,0,0,2,0,1,0,0,0,0,0,0
12374,2381,1,0,0,1,0,0,0,0,0,0,0,0
2481,144,2,0.00171,0.001835552,0,2,0,0,0.00171,0,0,0.001835552,0
367,630,1,0,0,1,0,0,0,0,0,0,0,0
150,2745,1,0,0,0,1,0,0,0,0,0,0,0
225,524,1,0,0,1,0,0,0,0,0,0,0,0
3161,4602,1,0,0,1,0,0,0,0,0,0,0,0
498,6070,1,0,0,1,0,0,0,0,0,0,0,0
8024,1085,2,0,0,1,1,0,0,0,0,0,0,0
164,1060,2,0.00057,0.001298701,2,0,0,0.00057,0,0,0.001298701,0,0
1085,1091,1,0,0,1,0,0,0,0,0,0,0,0
595,3521,1,0,0,1,0,0,0,0,0,0,0,0
2759,169,1,0,0,0,1,0,0,0,0,0,0,0
1421,26571,1,0,0,1,0,0,0,0,0,0,0,0
42,2540,1,0,0,1,0,0,0,0,0,0,0,0
800,265,1,0.00137,0.000541331,1,0,0,0.00137,0,0,0.000541331,0,0
5595,820,2,0,0,2,0,0,0,0,0,0,0,0
3062,6097,1,0,0,0,1,0,0,0,0,0,0,0
5107,485,2,0,0,2,0,0,0,0,0,0,0,0
2410,3718,1,0,0,1,0,0,0,0,0,0,0,0
202,499,1,0.0114,0.004504505,0,1,0,0,0.0114,0,0,0.004504505,0
1897,24331,1,0,0,1,0,0,0,0,0,0,0,0
2047,19771,1,0,0,1,0,0,0,0,0,0,0,0
12859,2672,1,0,0,1,0,0,0,0,0,0,0,0
1390,11141,1,0,0,0,1,0,0,0,0,0,0,0
826,1080,1,0,0,1,0,0,0,0,0,0,0,0
6432,3690,1,0,0,0,1,0,0,0,0,0,0,0
2977,56,1,0,0,0,1,0,0,0,0,0,0,0
10688,3609,2,0,0,0,2,0,0,0,0,0,0,0
2503,2990,1,0,0,0,1,0,0,0,0,0,0,0
80,93,1,0,0,0,0,1,0,0,0,0,0,0
29228,903,1,0,0,0,1,0,0,0,0,0,0,0
20,11688,7,0,0,6,0,1,0,0,0,0,0,0
252,1388,3,0,0,3,0,0,0,0,0,0,0,0
1025,11337,1,0,0,1,0,0,0,0,0,0,0,0
1402,653,2,0.00057,0.001298701,0,2,0,0,0.00057,0,0,0.001298701,0
223,327,6,0.00011,9.18964E-05,5,0,1,0.00011,0,0,9.18964E-05,0,0
17444,14,5,0,0,5,0,0,0,0,0,0,0,0
8701,128,1,0,0,0,1,0,0,0,0,0,0,0
3600,566,2,0,0,2,0,0,0,0,0,0,0,0
5,2921,2,0,0,2,0,0,0,0,0,0,0,0
10483,15273,6,0,0,6,0,0,0,0,0,0,0,0
1108,6676,1,0,0,1,0,0,0,0,0,0,0,0
107,23,1,0,0,1,0,0,0,0,0,0,0,0
379,72,1,0,0,0,0,1,0,0,0,0,0,0
10004,1423,1,0.00114,0.002380952,1,0,0,0.00114,0,0,0.002380952,0,0
660,312,1,0,0,0,1,0,0,0,0,0,0,0
281,903,2,0,0,2,0,0,0,0,0,0,0,0
1386,1775,1,0,0,1,0,0,0,0,0,0,0,0
790,126,1,0.00513,0.010255898,1,0,0,0.00513,0,0,0.010255898,0,0
8054,62,2,0,0,0,0,2,0,0,0,0,0,0
