source,target,num_players,total_amount,total_normalized_amount,num_young_players,num_middle_aged_players,num_old_players,total_amount_for_young_players,total_amount_for_middle_aged_players,total_amount_for_old_players,total_normalized_amount_for_young_players,total_normalized_amount_for_middle_aged_players,total_normalized_amount_for_old_players
6676,29228,1,0,0,0,1,0,0,0,0,0,0,0
2783,3899,1,0,0,0,0,1,0,0,0,0,0,0
5545,197,7,0.00684,0.002702703,4,3,0,0,0.00684,0,0,0.002702703,0
897,1075,3,0,0,2,1,0,0,0,0,0,0,0
10643,1429,14,0,0,12,2,0,0,0,0,0,0,0
121,3197,1,0,0,1,0,0,0,0,0,0,0,0
162,1082,8,0.04332,0.039855072,4,1,3,0.04332,0,0,0.039855072,0,0
8024,30507,1,0,0,0,1,0,0,0,0,0,0,0
26,60,1,0,0,1,0,0,0,0,0,0,0,0
932,3725,4,0,0,1,2,1,0,0,0,0,0,0
6994,23611,3,0,0,1,2,0,0,0,0,0,0,0
2867,1050,9,0.0137,0.031625115,8,0,1,0.0137,0,0,0.031625115,0,0
2750,114,1,0,0,1,0,0,0,0,0,0,0,0
800,749,5,0,0,1,4,0,0,0,0,0,0,0
306,2288,2,0.00969,0.011184211,0,2,0,0,0.00969,0,0,0.011184211,0
235,1228,5,0,0,3,2,0,0,0,0,0,0,0
797,715,2,0.00342,0.006837265,0,1,1,0,0.00342,0,0,0.006837265,0
4482,9007,5,0,0,3,2,0,0,0,0,0,0,0
1080,172,1,0,0,0,1,0,0,0,0,0,0,0
11117,5546,4,0,0,3,1,0,0,0,0,0,0,0
1038,458,8,0,0,4,2,2,0,0,0,0,0,0
202,383,8,0.2109,0.438510161,6,1,1,0.2109,0,0,0.438510161,0,0
2294,467,1,0.00912,0.021052632,1,0,0,0.00912,0,0,0.021052632,0,0
1039,677,2,0,0,1,0,1,0,0,0,0,0,0
897,16795,2,0,0,0,1,1,0,0,0,0,0,0
27,289,1,0.0114,0.013157895,0,1,0,0,0.0114,0,0,0.013157895,0
1041,336,2,0.0114,0.012237012,1,1,0,0.0114,0,0,0.012237012,0,0
681,368,2,0,0,0,1,1,0,0,0,0,0,0
172,3057,3,0.01596,0.032722149,3,0,0,0.01596,0,0,0.032722149,0,0
1032,1148,4,0,0,3,1,0,0,0,0,0,0,0
932,2524,2,0.0798,0.069306931,0,1,1,0,0.0798,0,0,0.069306931,0
266,170,8,0.02075,0.028008624,6,2,0,0.01163,0.00912,0,0.016362487,0.011646137,0
1210,1222,1,0,0,1,0,0,0,0,0,0,0,0
2420,2457,3,0,0,0,1,2,0,0,0,0,0,0
3592,8963,1,0,0,1,0,0,0,0,0,0,0,0
1291,845,5,0,0,4,1,0,0,0,0,0,0,0
11103,11194,5,0,0,5,0,0,0,0,0,0,0,0
984,1219,2,0,0,2,0,0,0,0,0,0,0,0
1032,3717,2,0,0,2,0,0,0,0,0,0,0,0
17025,2227,1,0,0,1,0,0,0,0,0,0,0,0
3999,9465,1,0,0,0,0,1,0,0,0,0,0,0
1032,3688,1,0,0,1,0,0,0,0,0,0,0,0
306,301,1,0,0,0,1,0,0,0,0,0,0,0
418,630,5,0,0,4,1,0,0,0,0,0,0,0
5370,39,1,0.00068,0.000568087,1,0,0,0.00068,0,0,0.000568087,0,0
2425,979,5,0,0,3,0,2,0,0,0,0,0,0
4864,2457,5,0,0,5,0,0,0,0,0,0,0,0
199,36,3,0.1368,0.127659574,0,3,0,0,0.1368,0,0,0.127659574,0
7918,5544,4,0,0,2,0,2,0,0,0,0,0,0
4482,3593,2,0,0,0,0,2,0,0,0,0,0,0
6676,37772,1,0,0,1,0,0,0,0,0,0,0,0
642,132,3,0,0,1,1,1,0,0,0,0,0,0
28643,11057,1,0,0,1,0,0,0,0,0,0,0,0
244,281,3,0.0114,0.026666667,0,3,0,0,0.0114,0,0,0.026666667,0
472,13,2,0,0,1,1,0,0,0,0,0,0,0
873,6699,3,0,0,3,0,0,0,0,0,0,0,0
3008,1519,1,0,0,1,0,0,0,0,0,0,0,0
2454,289,3,0,0,1,1,1,0,0,0,0,0,0
1134,273,2,0.0798,0.116666667,1,1,0,0.0798,0,0,0.116666667,0,0
2867,472,1,0,0,0,1,0,0,0,0,0,0,0
415,11273,2,0,0,2,0,0,0,0,0,0,0,0
128,4600,1,0,0,1,0,0,0,0,0,0,0,0
862,4102,11,0,0,11,0,0,0,0,0,0,0,0
89,167,1,0,0,0,1,0,0,0,0,0,0,0
410,2282,2,0.0057,0.011904762,1,1,0,0,0.0057,0,0,0.011904762,0
27187,833,1,0,0,1,0,0,0,0,0,0,0,0
3911,415,4,0.0114,0.023809524,2,1,1,0,0.0114,0,0,0.023809524,0
48858,4582,1,0,0,0,0,1,0,0,0,0,0,0
1083,2741,5,0.00228,0.005194805,4,1,0,0.00228,0,0,0.005194805,0,0
2,80,5,0,0,1,2,2,0,0,0,0,0,0
16247,26629,1,0,0,0,1,0,0,0,0,0,0,0
23667,19771,3,0,0,2,1,0,0,0,0,0,0,0
130,5862,35,0,0,24,5,6,0,0,0,0,0,0
46,1050,1,0.00855,0.016304348,1,0,0,0.00855,0,0,0.016304348,0,0
506,27,5,0.7467,0.68012091,2,2,1,0.3192,0.4275,0,0.186699858,0.493421053,0
1090,1227,4,0,0,0,3,1,0,0,0,0,0,0
371,610,1,0.0114,0.023255814,1,0,0,0.0114,0,0,0.023255814,0,0
169,899,1,0,0,0,0,1,0,0,0,0,0,0
33438,441,1,0,0,1,0,0,0,0,0,0,0,0
1322,17136,1,0,0,1,0,0,0,0,0,0,0,0
932,664,2,0.016,0.036934441,2,0,0,0.016,0,0,0.036934441,0,0
1390,4171,3,0,0,3,0,0,0,0,0,0,0,0
3551,503,3,0.00057,0.001190476,2,1,0,0.00057,0,0,0.001190476,0,0
2740,19585,1,0,0,0,0,1,0,0,0,0,0,0
1075,7378,8,0,0,5,3,0,0,0,0,0,0,0
2598,12861,7,0,0,2,4,1,0,0,0,0,0,0
2311,62,3,0,0,2,0,1,0,0,0,0,0,0
2750,1506,2,0,0,1,1,0,0,0,0,0,0,0
12,39,1,0,0,0,0,1,0,0,0,0,0,0
1085,585,1,0,0,1,0,0,0,0,0,0,0,0
12515,2742,3,0,0,3,0,0,0,0,0,0,0,0
8970,12,2,0,0,2,0,0,0,0,0,0,0,0
150,2867,3,0,0,1,1,1,0,0,0,0,0,0
600,2598,13,0,0,7,6,0,0,0,0,0,0,0
699,410,1,0.0205,0.030739241,1,0,0,0.0205,0,0,0.030739241,0,0
924,3202,4,0,0,4,0,0,0,0,0,0,0,0
38,44,2,0,0,0,2,0,0,0,0,0,0,0
1423,417,1,0.00912,0.003603604,1,0,0,0.00912,0,0,0.003603604,0,0
868,1264,3,0.00057,0.001315789,1,1,1,0,0,0.00057,0,0,0.001315789
979,2434,2,0,0,1,1,0,0,0,0,0,0,0
20456,1085,1,0,0,0,0,1,0,0,0,0,0,0
114,524,11,0.00114,0.00106383,4,4,3,0.00114,0,0,0.00106383,0,0
897,1301,1,0,0,1,0,0,0,0,0,0,0,0
281,383,4,0.0319,0.065075479,2,2,0,0,0.0319,0,0,0.065075479,0
1092,506,1,0.00684,0.013953488,1,0,0,0.00684,0,0,0.013953488,0,0
1627,398,4,0,0,1,2,1,0,0,0,0,0,0
208,982,3,0,0,1,2,0,0,0,0,0,0,0
5,4361,10,0.00022,0.000329885,10,0,0,0.00022,0,0,0.000329885,0,0
79,10,2,0.00342,0.003870968,1,1,0,0,0.00342,0,0,0.003870968,0
29292,1269,2,0,0,2,0,0,0,0,0,0,0,0
13,210,1,0,0,0,1,0,0,0,0,0,0,0
3008,512,2,0,0,1,1,0,0,0,0,0,0,0
7074,8835,1,0,0,0,1,0,0,0,0,0,0,0
12861,6380,3,0,0,1,1,1,0,0,0,0,0,0
1268,384,2,0,0,0,0,2,0,0,0,0,0,0
3060,13499,1,0,0,0,0,1,0,0,0,0,0,0
37975,6894,1,0,0,1,0,0,0,0,0,0,0,0
449,2867,2,0.0125,0.028855032,0,2,0,0,0.0125,0,0,0.028855032,0
6,1073,1,0,0,0,1,0,0,0,0,0,0,0
2420,2995,4,0,0,1,2,1,0,0,0,0,0,0
740,2292,2,0,0,0,2,0,0,0,0,0,0,0
899,543,4,0,0,3,0,1,0,0,0,0,0,0
79,164,1,0,0,0,0,1,0,0,0,0,0,0
601,11374,1,0,0,1,0,0,0,0,0,0,0,0
7918,964,1,0.00342,0.007792208,1,0,0,0.00342,0,0,0.007792208,0,0
1010,603,1,0,0,0,1,0,0,0,0,0,0,0
1027,1035,1,0.002,0.002923977,1,0,0,0.002,0,0,0.002923977,0,0
20236,410,1,0,0,1,0,0,0,0,0,0,0,0
413,14,7,0.00798,0.009032258,7,0,0,0.00798,0,0,0.009032258,0,0
9844,2995,2,0,0,2,0,0,0,0,0,0,0,0
430,8675,2,0,0,2,0,0,0,0,0,0,0,0
1096,152,1,0,0,0,1,0,0,0,0,0,0,0
1234,2420,1,0,0,1,0,0,0,0,0,0,0,0
418,1049,6,0.1653,0.323809524,3,2,1,0.1254,0.0399,0,0.24047619,0.083333333,0
631,180,7,0.24148,0.275381114,5,1,1,0.08938,0.1521,0,0.112113617,0.163267497,0
3037,1025,3,0.028,0.058479532,1,2,0,0.0177,0.0103,0,0.036967419,0.021512114,0
14931,833,1,0,0,0,1,0,0,0,0,0,0,0
3613,29,2,0,0,2,0,0,0,0,0,0,0,0
631,641,13,0.1802,0.268666535,10,2,1,0.1802,0,0,0.268666535,0,0
2481,868,1,0,0,0,0,1,0,0,0,0,0,0
6169,3008,1,0,0,1,0,0,0,0,0,0,0,0
82,86,2,0.08721,0.073264123,1,1,0,0.00171,0.0855,0,0.001835552,0.071428571,0
20658,918,1,0,0,1,0,0,0,0,0,0,0,0
660,10690,18,0,0,12,3,3,0,0,0,0,0,0
520,3948,2,0,0,1,0,1,0,0,0,0,0,0
10695,4128,1,0.00285,0.003059253,0,1,0,0,0.00285,0,0,0.003059253,0
3691,3714,3,0,0,1,1,1,0,0,0,0,0,0
449,6630,7,0.00114,0.001223701,7,0,0,0.00114,0,0,0.001223701,0,0
1160,969,1,0,0,1,0,0,0,0,0,0,0,0
3197,583,1,0,0,1,0,0,0,0,0,0,0,0
11127,11122,2,0,0,2,0,0,0,0,0,0,0,0
223,2362,4,0,0,1,2,1,0,0,0,0,0,0
2814,1003,2,0,0,1,1,0,0,0,0,0,0,0
19771,2832,2,0,0,0,0,2,0,0,0,0,0,0
6139,157,1,0.0057,0.011904762,1,0,0,0.0057,0,0,0.011904762,0,0
244,826,5,0,0,2,2,1,0,0,0,0,0,0
135,4537,1,0,0,1,0,0,0,0,0,0,0,0
40,21957,1,0,0,0,1,0,0,0,0,0,0,0
703,28643,1,0,0,0,1,0,0,0,0,0,0,0
993,336,1,0,0,0,1,0,0,0,0,0,0,0
814,6383,1,0,0,0,0,1,0,0,0,0,0,0
16245,21957,1,0,0,1,0,0,0,0,0,0,0,0
12524,868,3,0,0,3,0,0,0,0,0,0,0,0
979,6144,1,0,0,1,0,0,0,0,0,0,0,0
18487,169,1,0,0,0,1,0,0,0,0,0,0,0
28643,601,1,0,0,0,1,0,0,0,0,0,0,0
2995,3348,2,0,0,1,1,0,0,0,0,0,0,0
641,984,2,0.0457,0.104894413,1,1,0,0.0257,0.02,0,0.059325946,0.045568467,0
26459,23634,1,0,0,1,0,0,0,0,0,0,0,0
19561,2639,1,0,0,1,0,0,0,0,0,0,0,0
531,128,1,0,0,0,1,0,0,0,0,0,0,0
131,6890,1,0,0,0,0,1,0,0,0,0,0,0
5546,663,1,0,0,0,0,1,0,0,0,0,0,0
1435,202,3,0.00638,0.008305534,2,1,0,0.00638,0,0,0.008305534,0,0
485,327,3,0,0,1,2,0,0,0,0,0,0,0
53,3508,1,0,0,1,0,0,0,0,0,0,0,0
167,252,1,0.0057,0.006578947,0,1,0,0,0.0057,0,0,0.006578947,0
2759,603,1,0,0,1,0,0,0,0,0,0,0,0
1084,4542,1,0,0,0,0,1,0,0,0,0,0,0
2239,800,5,0,0,3,1,1,0,0,0,0,0,0
931,337,5,0.0685,0.15891659,2,1,2,0,0.0428,0.0257,0,0.098799631,0.060116959
377,804,8,0,0,5,1,2,0,0,0,0,0,0
27,79,3,0.0057,0.008190476,2,1,0,0.0057,0,0,0.008190476,0,0
1008,5,1,0,0,0,1,0,0,0,0,0,0,0
5572,47,2,0,0,2,0,0,0,0,0,0,0,0
11194,999,4,0,0,4,0,0,0,0,0,0,0,0
873,358,4,0.0103,0.01505848,2,2,0,0,0.0103,0,0,0.01505848,0
1132,337,4,0.0394,0.070000759,0,4,0,0,0.0394,0,0,0.070000759,0
5,39637,1,0,0,0,1,0,0,0,0,0,0,0
327,6801,1,0,0,1,0,0,0,0,0,0,0,0
142,398,4,0.07752,0.082434438,0,4,0,0,0.07752,0,0,0.082434438,0
294,3368,1,0,0,0,0,1,0,0,0,0,0,0
221,2441,1,0,0,0,1,0,0,0,0,0,0,0
1035,2457,2,0,0,1,1,0,0,0,0,0,0,0
2793,931,2,0,0,2,0,0,0,0,0,0,0,0
398,336,2,0,0,0,1,1,0,0,0,0,0,0
738,762,1,0.0114,0.025974026,1,0,0,0.0114,0,0,0.025974026,0,0
798,235,7,0,0,3,3,1,0,0,0,0,0,0
1073,141,2,0,0,0,2,0,0,0,0,0,0,0
16595,10688,2,0,0,2,0,0,0,0,0,0,0,0
861,3205,1,0,0,0,1,0,0,0,0,0,0,0
873,1211,2,0,0,2,0,0,0,0,0,0,0,0
41,72,3,0.0008,0.001846722,1,0,2,0.0008,0,0,0.001846722,0,0
1073,4557,1,0,0,0,1,0,0,0,0,0,0,0
2296,131,1,0,0,1,0,0,0,0,0,0,0,0
164,244,1,0,0,0,1,0,0,0,0,0,0,0
417,1080,1,0,0,1,0,0,0,0,0,0,0,0
918,14589,1,0,0,1,0,0,0,0,0,0,0,0
80,169,1,0,0,0,0,1,0,0,0,0,0,0
209,416,1,0,0,1,0,0,0,0,0,0,0,0
276,2251,2,0,0,1,1,0,0,0,0,0,0,0
11065,6992,1,0,0,0,1,0,0,0,0,0,0,0
1426,200,2,0,0,2,0,0,0,0,0,0,0,0
152,924,1,0,0,0,0,1,0,0,0,0,0,0
416,2441,3,0.00627,0.005964912,1,2,0,0.00513,0.00114,0,0.003333333,0.002631579,0
65,10,3,0.02736,0.059632989,2,1,0,0.01938,0.00798,0,0.041211936,0.018421053,0
120,6890,5,0,0,0,2,3,0,0,0,0,0,0
1305,2984,1,0.00228,0.005263158,1,0,0,0.00228,0,0,0.005263158,0,0
157,2977,9,0,0,8,1,0,0,0,0,0,0,0
3892,383,7,0,0,5,2,0,0,0,0,0,0,0
3391,2049,1,0,0,0,0,1,0,0,0,0,0,0
642,1268,5,0.00342,0.007142857,2,1,2,0.00342,0,0,0.007142857,0,0
1095,1160,2,0,0,0,1,1,0,0,0,0,0,0
22619,1627,13,0.00285,0.005952381,12,1,0,0.00285,0,0,0.005952381,0,0
677,148,4,0,0,4,0,0,0,0,0,0,0,0
3304,2394,1,0.00017,0.000355054,0,1,0,0,0.00017,0,0,0.000355054,0
3719,11126,1,0,0,1,0,0,0,0,0,0,0,0
703,399,2,0,0,1,0,1,0,0,0,0,0,0
9007,5287,1,0,0,0,0,1,0,0,0,0,0,0
6808,29228,2,0,0,2,0,0,0,0,0,0,0,0
42,2292,1,0,0,1,0,0,0,0,0,0,0,0
1465,26740,2,0,0,1,0,1,0,0,0,0,0,0
3551,155,1,0,0,1,0,0,0,0,0,0,0,0
1085,11300,1,0,0,1,0,0,0,0,0,0,0,0
405,1010,3,0,0,3,0,0,0,0,0,0,0,0
6418,4514,1,0,0,0,0,1,0,0,0,0,0,0
86,16,5,0.5199,0.596281971,1,4,0,0.0536,0.4663,0,0.107157137,0.489124834,0
27349,416,1,0,0,1,0,0,0,0,0,0,0,0
995,415,3,0.0148,0.030191758,0,3,0,0,0.0148,0,0,0.030191758,0
358,29,2,0.1003,0.083792815,2,0,0,0.1003,0,0,0.083792815,0,0
609,932,4,0.1254,0.180108857,3,1,0,0.1254,0,0,0.180108857,0,0
6195,2581,3,0,0,2,0,1,0,0,0,0,0,0
631,349,3,0,0,3,0,0,0,0,0,0,0,0
58,3948,4,0,0,4,0,0,0,0,0,0,0,0
301,430,1,0,0,0,1,0,0,0,0,0,0,0
3385,7185,1,0,0,1,0,0,0,0,0,0,0,0
12064,2374,1,0,0,1,0,0,0,0,0,0,0,0
399,405,7,0.1083,0.10106383,6,1,0,0.1083,0,0,0.10106383,0,0
46,171,1,0,0,0,1,0,0,0,0,0,0,0
276,1210,4,0.0171,0.039473684,4,0,0,0.0171,0,0,0.039473684,0,0
3205,2323,2,0,0,1,0,1,0,0,0,0,0,0
502,232,1,0,0,1,0,0,0,0,0,0,0,0
31,36,3,0.0798,0.080952381,1,0,2,0,0,0.0798,0,0,0.080952381
16704,5287,3,0,0,2,0,1,0,0,0,0,0,0
11194,10968,1,0,0,1,0,0,0,0,0,0,0,0
141,281,3,0,0,3,0,0,0,0,0,0,0,0
1286,1627,2,0.0114,0.010638298,1,1,0,0,0.0114,0,0,0.010638298,0
601,603,3,0,0,2,1,0,0,0,0,0,0,0
897,331,3,0,0,0,2,1,0,0,0,0,0,0
1038,49933,1,0,0,1,0,0,0,0,0,0,0,0
697,6377,7,0,0,2,2,3,0,0,0,0,0,0
1072,148,4,0,0,4,0,0,0,0,0,0,0,0
114,1506,7,0.00913,0.009683542,6,1,0,0.00913,0,0,0.009683542,0,0
2984,441,1,0,0,1,0,0,0,0,0,0,0,0
30347,223,6,0,0,5,1,0,0,0,0,0,0,0
1307,749,4,0,0,4,0,0,0,0,0,0,0,0
449,833,4,0,0,3,1,0,0,0,0,0,0,0
3205,289,1,0,0,0,1,0,0,0,0,0,0,0
6890,6630,2,0,0,1,1,0,0,0,0,0,0,0
969,1162,2,0.0228,0.014814815,1,1,0,0,0.0228,0,0,0.014814815,0
830,31,1,0.0308,0.06157537,1,0,0,0.0308,0,0,0.06157537,0,0
419,862,1,0,0,1,0,0,0,0,0,0,0,0
162,180,1,0.2508,0.099099099,0,1,0,0,0.2508,0,0,0.099099099,0
800,5587,9,0,0,5,2,2,0,0,0,0,0,0
377,1897,4,0,0,2,2,0,0,0,0,0,0,0
2274,856,2,0,0,2,0,0,0,0,0,0,0,0
447,142,1,0.0257,0.029088851,1,0,0,0.0257,0,0,0.029088851,0,0
1386,4549,1,0,0,1,0,0,0,0,0,0,0,0
1775,2441,2,0.0016,0.001493094,1,1,0,0.0016,0,0,0.001493094,0,0
738,1158,4,0.0171,0.019736842,0,4,0,0,0.0171,0,0,0.019736842,0
27568,749,5,0,0,5,0,0,0,0,0,0,0,0
1085,10789,1,0,0,0,1,0,0,0,0,0,0,0
410,2531,2,0.00171,0.001111111,2,0,0,0.00171,0,0,0.001111111,0,0
327,8101,1,0,0,1,0,0,0,0,0,0,0,0
38290,276,3,0,0,3,0,0,0,0,0,0,0,0
5219,8758,5,0,0,4,1,0,0,0,0,0,0,0
294,206,2,0.0171,0.006756757,2,0,0,0.0171,0,0,0.006756757,0,0
336,31,2,0.0855,0.074257426,2,0,0,0.0855,0,0,0.074257426,0,0
290,1158,7,0.08208,0.163109697,6,1,0,0.08208,0,0,0.163109697,0,0
475,354,2,0,0,1,1,0,0,0,0,0,0,0
941,2997,5,0,0,2,1,2,0,0,0,0,0,0
447,8023,2,0.02506,0.053204982,1,1,0,0.00456,0.0205,0,0.01038961,0.042815372,0
355,379,6,0.0285,0.05952381,3,2,1,0,0.0285,0,0,0.05952381,0
8144,2639,1,0,0,1,0,0,0,0,0,0,0,0
1038,332,8,0.00342,0.003191489,5,2,1,0.00342,0,0,0.003191489,0,0
4171,130,4,0.02599,0.016075286,2,0,2,0.00319,0,0.0228,0.001260471,0,0.014814815
2973,204,4,0,0,3,1,0,0,0,0,0,0,0
1436,369,1,0,0,1,0,0,0,0,0,0,0,0
3216,3840,3,0,0,0,1,2,0,0,0,0,0,0
1181,281,4,0,0,3,0,1,0,0,0,0,0,0
660,23611,1,0,0,1,0,0,0,0,0,0,0,0
4535,1436,1,0,0,1,0,0,0,0,0,0,0,0
1245,430,3,0,0,3,0,0,0,0,0,0,0,0
4603,4582,1,0,0,1,0,0,0,0,0,0,0,0
21507,14589,1,0,0,1,0,0,0,0,0,0,0,0
6087,1823,2,0,0,1,0,1,0,0,0,0,0,0
1245,5,2,0,0,2,0,0,0,0,0,0,0,0
172,6248,2,0,0,0,2,0,0,0,0,0,0,0
6163,2740,1,0,0,0,1,0,0,0,0,0,0,0
1020,3725,1,0,0,0,1,0,0,0,0,0,0,0
6087,327,2,0,0,1,0,1,0,0,0,0,0,0
2,6195,2,0,0,1,1,0,0,0,0,0,0,0
1075,10969,1,0,0,1,0,0,0,0,0,0,0,0
999,17136,2,0,0,1,1,0,0,0,0,0,0,0
3391,128,3,0,0,2,0,1,0,0,0,0,0,0
64,21957,1,0,0,0,1,0,0,0,0,0,0,0
2700,22810,2,0,0,0,1,1,0,0,0,0,0,0
6028,14,1,0,0,1,0,0,0,0,0,0,0,0
5174,130,2,0,0,1,1,0,0,0,0,0,0,0
749,9352,1,0,0,1,0,0,0,0,0,0,0,0
1005,1105,3,0,0,2,1,0,0,0,0,0,0,0
44,86,3,0.0114,0.004504505,1,1,1,0,0,0.0114,0,0,0.004504505
1286,1005,1,0,0,1,0,0,0,0,0,0,0,0
26740,1301,1,0,0,0,1,0,0,0,0,0,0,0
1108,940,3,0.0456,0.091163535,1,2,0,0.0456,0,0,0.091163535,0,0
698,931,4,0.07731,0.05177128,4,0,0,0.07731,0,0,0.05177128,0,0
2457,3329,1,0,0,1,0,0,0,0,0,0,0,0
25,1391,1,0,0,0,1,0,0,0,0,0,0,0
22214,2381,1,0,0,1,0,0,0,0,0,0,0,0
485,31983,1,0,0,1,0,0,0,0,0,0,0,0
749,4172,4,0,0,3,1,0,0,0,0,0,0,0
398,1105,1,0,0,0,1,0,0,0,0,0,0,0
416,862,13,0.03306,0.026985376,5,7,1,0.00912,0.02394,0,0.009789609,0.017195767,0
30200,3508,2,0,0,1,1,0,0,0,0,0,0,0
2477,339,7,0,0,1,6,0,0,0,0,0,0,0
1095,1184,2,0,0,0,2,0,0,0,0,0,0,0
681,11608,3,0,0,2,1,0,0,0,0,0,0,0
3057,720,7,0.1454,0.303675856,5,2,0,0.1454,0,0,0.303675856,0,0
2457,3268,5,0,0,3,2,0,0,0,0,0,0,0
306,850,1,0,0,1,0,0,0,0,0,0,0,0
312,5268,1,0,0,1,0,0,0,0,0,0,0,0
7448,266,1,0,0,1,0,0,0,0,0,0,0,0
1061,27,1,0,0,0,1,0,0,0,0,0,0,0
2503,6076,1,0,0,0,1,0,0,0,0,0,0,0
601,683,2,0,0,2,0,0,0,0,0,0,0,0
358,1148,2,0.00171,0.0025,2,0,0,0.00171,0,0,0.0025,0,0
862,273,1,0.0137,0.031625115,1,0,0,0.0137,0,0,0.031625115,0,0
467,132,6,0,0,2,2,2,0,0,0,0,0,0
143,825,1,0,0,1,0,0,0,0,0,0,0,0
11,677,2,0.0143,0.029866332,2,0,0,0.0143,0,0,0.029866332,0,0
200,173,2,0.00285,0.001851852,0,0,2,0,0,0.00285,0,0,0.001851852
845,524,6,0,0,1,3,2,0,0,0,0,0,0
24575,11194,11,0,0,11,0,0,0,0,0,0,0,0
1237,984,4,0,0,2,2,0,0,0,0,0,0,0
566,192,4,0,0,2,2,0,0,0,0,0,0,0
1408,3522,1,0,0,1,0,0,0,0,0,0,0,0
430,1387,6,0,0,4,2,0,0,0,0,0,0,0
29,358,3,0.0342,0.078947368,1,2,0,0,0.0342,0,0,0.078947368,0
4171,26789,1,0,0,1,0,0,0,0,0,0,0,0
1821,447,2,0,0,2,0,0,0,0,0,0,0,0
169,445,1,0,0,0,1,0,0,0,0,0,0,0
3718,2700,3,0.0194,0.040517962,3,0,0,0.0194,0,0,0.040517962,0,0
3342,2420,1,0,0,0,1,0,0,0,0,0,0,0
1423,475,1,0,0,1,0,0,0,0,0,0,0,0
25,168,1,0,0,0,1,0,0,0,0,0,0,0
2698,1083,14,0.03076,0.031190379,6,4,4,0.03076,0,0,0.031190379,0,0
683,23,1,0,0,1,0,0,0,0,0,0,0,0
385,192,9,0,0,4,4,1,0,0,0,0,0,0
1507,449,3,0,0,2,1,0,0,0,0,0,0,0
1417,6344,3,0,0,3,0,0,0,0,0,0,0,0
738,1377,2,0,0,0,2,0,0,0,0,0,0,0
6190,327,1,0,0,1,0,0,0,0,0,0,0,0
58,24240,1,0,0,1,0,0,0,0,0,0,0,0
3456,289,2,0,0,2,0,0,0,0,0,0,0,0
2436,1020,1,0,0,1,0,0,0,0,0,0,0,0
5225,13718,4,0,0,2,0,2,0,0,0,0,0,0
931,31,3,0.1055,0.208493027,1,2,0,0,0.1055,0,0,0.208493027,0
17444,4529,1,0,0,0,0,1,0,0,0,0,0,0
46,631,7,0.2964,0.693333333,2,3,2,0,0.2964,0,0,0.693333333,0
40813,314,1,0,0,0,1,0,0,0,0,0,0,0
11855,415,1,0,0,1,0,0,0,0,0,0,0,0
1267,141,10,0.04845,0.093265342,9,1,0,0.04845,0,0,0.093265342,0,0
332,5585,3,0,0,2,1,0,0,0,0,0,0,0
347,294,1,0,0,0,1,0,0,0,0,0,0,0
336,59,2,0,0,2,0,0,0,0,0,0,0,0
9007,18303,4,0,0,1,2,1,0,0,0,0,0,0
339,26641,1,0,0,0,1,0,0,0,0,0,0,0
642,723,2,0,0,0,1,1,0,0,0,0,0,0
5544,197,11,0.01151,0.009120686,10,1,0,0.01151,0,0,0.009120686,0,0
232,940,3,0.00456,0.003960396,2,1,0,0,0.00456,0,0,0.003960396,0
1158,738,3,0.00342,0.005128205,0,1,2,0,0,0.00342,0,0,0.005128205
2262,11,1,0,0,1,0,0,0,0,0,0,0,0
410,614,1,0,0,0,1,0,0,0,0,0,0,0
12425,16247,1,0,0,1,0,0,0,0,0,0,0,0
524,2330,2,0,0,1,0,1,0,0,0,0,0,0
3522,130,7,0,0,4,3,0,0,0,0,0,0,0
14708,46,1,0.0205,0.040983607,1,0,0,0.0205,0,0,0.040983607,0,0
8738,5,4,0,0,4,0,0,0,0,0,0,0,0
472,3302,1,0,0,0,0,1,0,0,0,0,0,0
2251,1386,3,0,0,2,1,0,0,0,0,0,0,0
583,873,1,0.1585,0.182940905,0,1,0,0,0.1585,0,0,0.182940905,0
6890,35,2,0.0148,0.005847953,2,0,0,0.0148,0,0,0.005847953,0,0
1005,12,8,0.29542,0.659439876,5,2,1,0.25951,0.03591,0,0.587578853,0.071861023,0
1181,2288,2,0,0,0,2,0,0,0,0,0,0,0
2239,6574,3,0,0,3,0,0,0,0,0,0,0,0
468,306,7,0.01482,0.007452452,5,1,1,0.01482,0,0,0.007452452,0,0
200,317,5,0,0,2,1,2,0,0,0,0,0,0
475,566,3,0,0,1,1,1,0,0,0,0,0,0
5540,128,3,0,0,1,1,1,0,0,0,0,0,0
479,43078,1,0,0,1,0,0,0,0,0,0,0,0
697,135,2,0,0,2,0,0,0,0,0,0,0,0
408,130,17,0.0182,0.015806844,9,6,2,0.0182,0,0,0.015806844,0,0
10138,999,1,0,0,0,1,0,0,0,0,0,0,0
281,31,5,0,0,0,1,4,0,0,0,0,0,0
10680,868,1,0,0,1,0,0,0,0,0,0,0,0
6985,3999,1,0,0,1,0,0,0,0,0,0,0,0
6994,12469,1,0,0,0,1,0,0,0,0,0,0,0
2462,1465,5,0.00382,0.001509404,5,0,0,0.00382,0,0,0.001509404,0,0
7392,5544,6,0,0,2,1,3,0,0,0,0,0,0
13240,681,1,0,0,1,0,0,0,0,0,0,0,0
2832,449,4,0,0,2,2,0,0,0,0,0,0,0
1321,1496,1,0,0,1,0,0,0,0,0,0,0,0
