source,target,weight
27,2288,1
27,506,2
27,533,1
27,86,1
23826,114,1
23826,108,1
23826,9572,1
23826,4529,1
23826,17444,1
23826,2,1
23826,206,1
16,762,1
16,79,2
16,533,1
533,4795,1
533,2,1
533,109,2
533,105,1
533,448,1
533,80,1
533,144,1
3,33714,1
3,16,1
44,91,1
44,38,1
44,9252,1
60,48,2
60,9252,1
60,16,1
60,39,2
86,22220,1
86,4,2
86,170,1
86,1426,1
86,1096,1
86,2,1
18,38,1
18,192,1
18,970,1
18,30,1
18,127,1
18,379,2
18,631,1
33,506,2
33,368,2
33,65,1
33,254,1
33,192,1
33,3368,1
33,3551,1
33,80,1
33,148,1
33,631,2
33,27,1
24,9855,1
24,269,1
24,631,1
24,985,1
24,418,1
24,430,2
24,29,1
15,1003,1
167,512,1
167,113,1
167,759,1
167,23,1
167,105,2
167,38,2
167,2,1
167,1123,1
41,94,1
41,19789,1
41,399,1
41,66,1
41,11688,1
41,15,1
39,60,1
39,206,1
39,1110,1
39,119,1
39,468,1
39,269,1
39,2662,1
39,504,1
39,512,1
39,15,1
82,4,1
82,403,1
82,65,2
82,129,1
82,618,1
82,269,1
82,418,1
82,512,1
79,4,1
79,38,2
79,65,2
79,6163,1
79,321,1
79,409,1
79,40058,1
79,1465,1
79,82,1
42,111,1
42,247,2
42,475,1
42,65,1
42,1100,1
42,16704,1
42,983,1
33,5358,1
533,931,1
533,79,1
533,60,1
533,1023,1
533,42,1
533,89,1
533,167,1
533,679,1
533,35,1
533,1053,1
533,27,1
533,16,1
16,1123,1
16,931,1
16,114,1
16,24,1
16,129,1
16,403,1
16,371,1
16,631,1
15,254,1
15,4529,1
23826,2643,1
23826,65,1
23826,29,1
79,1075,1
79,41,2
79,10,1
79,16,2
79,336,1
79,11,1
24,38,1
24,42,2
24,472,1
24,4191,1
24,21,1
24,327,1
24,52,1
24,3948,1
24,475,1
24,9252,1
24,336,1
24,6711,1
18,269,1
44,79,1
44,94,1
44,29228,1
44,81,1
44,440,1
44,2444,1
44,409,1
86,28760,1
86,4441,1
86,94,1
86,108,1
86,984,1
86,3057,1
167,24,1
167,504,1
42,199,1
42,4795,1
42,349,1
42,89,1
42,206,1
42,144,1
39,48,1
39,385,1
60,257,1
60,127,1
60,254,1
60,504,1
60,109,1
60,269,1
60,1003,1
60,418,1
82,58,1
82,33,1
82,720,1
82,172,1
82,200,1
82,4795,1
82,31,1
38,52,1
38,108,1
38,83,1
38,94,1
38,44796,1
38,167,1
38,79,1
38,44,1
38,18,1
38,3057,1
4,60,1
4,82,1
4,86,1
4,79,1
631,512,1
631,371,1
631,16,2
631,669,1
631,202,1
631,988,1
631,3008,3
631,10484,1
631,2288,1
631,2457,1
631,873,2
631,931,1
631,641,1
631,33,1
631,350,1
631,232,1
631,1416,1
631,762,1
148,36,1
148,677,1
148,350,1
148,1132,1
148,405,1
148,714,1
281,379,1
281,141,1
281,159,1
281,614,1
281,29,1
281,12321,6
281,132,4
281,601,1
281,660,1
281,1123,1
281,677,1
281,371,2
281,641,1
281,801,1
281,16214,1
31,82,1
31,984,1
31,58,1
31,43,1
31,1088,2
31,603,1
31,355,1
31,931,1
11,899,1
11,475,1
11,337,1
11,897,1
11,3709,1
11,150,1
985,1049,1
985,405,3
985,350,1
985,873,1
985,399,1
29,23826,1
