source,target,weight
1150,631,0
2425,3274,0
141,1467,57000
1386,6195,3050000
2374,11126,25000
12460,2362,0
8827,2424,0
46,5,70160000
873,1060,0
2503,3327,0
281,1020,3650000
86,452,912000
1032,336,2740000
28,38,0
6,2463,0
434,653,0
5219,2441,268000
2394,66,0
2863,1227,0
3899,3391,342000
458,12,5700000
29962,169,0
3327,6911,0
1429,862,1938000
1108,2420,0
3691,2696,0
720,4294,0
2598,10441,0
366,368,1370000
39,293,0
27745,2457,0
152,11282,0
11,379,10150000
2425,9668,0
65,252,0
338,524,0
897,114,0
506,5621,0
1512,114,0
20,833,0
5111,12109,0
2995,2700,0
3514,936,0
2671,9,0
5026,157,0
162,131,45320000
2566,5107,0
631,405,7180000
1096,1433,0
1420,30444,0
10138,327,0
61,826,0
4589,2726,0
1387,4558,0
1910,1184,0
1025,46,28560000
1085,7811,0
162,175,0
24,327,0
710,2374,0
5743,10484,0
10690,16242,0
306,353,0
683,122,0
1283,1269,0
418,294,24510000
862,8287,0
1283,133,0
537,86,0
995,452,0
7378,2990,0
169,3062,0
6,524,0
1104,410,0
2995,2425,0
7975,45276,0
6195,2919,0
3234,979,0
667,244,14930000
223,6504,0
332,130,0
3688,164,0
16492,2448,0
749,408,0
332,2254,0
276,1005,0
2374,9007,0
30,33,5810000
5543,839,0
5,4103,0
699,82,3880000
12302,16243,0
3522,144,0
6249,4482,0
447,599,0
14,2444,1376000
862,1408,0
1071,2805,0
5107,60,570000
868,820,0
49394,28643,0
12109,5107,0
314,456,0
210,2457,0
58,306,0
12,46,101180000
15,86,456000
642,200,0
252,800,9808000
982,7084,0
3368,150,13680000
868,449,3710000
12381,449,0
3134,157,0
3274,982,0
122,17444,0
1010,1039,0
2431,2457,0
22,82,0
4494,5225,0
2696,2698,0
985,370,0
2671,47,0
2079,4599,0
9540,398,0
409,3176,17100000
26,403,57000
22,405,0
355,399,770000
105,533,3190000
918,16795,0
1304,1035,570000
29424,999,0
6418,3396,0
12438,2698,0
3592,13328,0
699,128,0
347,10838,0
172,10484,0
1245,3057,0
472,2441,3076000
11278,447,0
931,19789,0
336,7179,0
410,4172,0
235,475,0
648,2639,0
709,141,0
276,2441,0
2477,2227,0
931,1072,787000
44,82,23710000
405,1045,0
589,24245,0
339,2227,0
9249,1435,0
2726,3392,0
4785,2362,0
503,936,34000
1277,398,0
4083,327,0
379,543,0
3176,367,0
25243,1091,114000
6189,2696,342000
660,2477,0
128,5220,80000
2598,32013,0
52,3205,650000
1119,6678,0
12414,6992,0
3592,2742,0
1186,10690,0
2696,19401,0
127,4795,1710000
475,1433,0
941,148,0
5,276,1710000
58,683,4334000
797,12005,0
6227,14,0
16704,3690,0
2457,36590,0
1386,5619,0
660,679,0
10670,416,0
2814,405,0
42,897,0
410,1386,0
3654,306,1430000
398,5,78030000
512,2455,0
3161,417,1710000
169,2441,5088000
294,237,0
800,749,0
10686,1627,342000
1897,162,0
1557,385,0
331,171,0
5287,2439,0
150,367,0
317,370,0
11194,2259,0
42,48,0
2239,1390,0
621,472,0
1467,152,0
276,4271,0
281,1049,31920000
1085,585,0
2598,377,855000
1082,260,0
641,379,3310000
2995,3345,0
6600,762,0
826,29,7180000
2423,336,0
10670,862,0
5544,6380,0
20631,377,160000
252,67015,0
4001,265,0
11300,7042,0
447,5220,114000
405,6894,0
7378,10331,0
2921,1038,9230000
9439,398,0
114,10484,0
9715,475,0
2727,58,0
683,3706,0
501,39722,0
420,918,0
512,466,0
679,419,3310000
800,4103,23000
2566,25,0
2262,29,1710000
18,127,450000
660,338,0
642,234,0
24,940,0
15,26,0
1417,1184,0
1071,3008,2337000
3008,1071,0
1237,350,4220000
368,7971,0
2425,45278,0
16704,2737,0
58,113,0
1322,62,3639000
1027,762,3420000
130,408,1968000
58,1184,0
3385,2672,0
355,762,8320000
5,9007,0
9007,2227,0
601,354,0
6418,3386,0
420,20698,285000
24575,5228,0
3239,142,0
9251,2861,0
845,35515,0
1038,839,0
1091,3308,0
2441,37276,0
2425,4297,0
698,148,0
6799,468,0
3709,1049,26220000
1408,276,4420000
850,2457,0
3725,11126,0
